smiles,split,high_yielding,not_high_yielding
O=C([CH2]Cl)[CH2]Cl.[CH3]OC1=[CH][CH]=C(C([NH2])=O)[CH]=[CH]1>>[CH3]OC1=[CH][CH]=C(C2=NC([CH2]Cl)=[CH]O2)[CH]=[CH]1,train,1,0
O=C(Cl)C1=C(Cl)[CH]=C(Cl)[CH]=[CH]1.[CH3]C([CH3])([CH3])OC(=O)[CH]([CH2]C1=[CH][CH]=[CH][CH]=[CH]1)[NH][CH2]C1=C(Br)[CH]=[CH]S1>CCN(C(C)C)C(C)C.ClCCl>[CH3]C([CH3])([CH3])OC(=O)[CH]([CH2]C1=[CH][CH]=[CH][CH]=[CH]1)N([CH2]C1=C(Br)[CH]=[CH]S1)C(=O)C1=C(Cl)[CH]=C(Cl)[CH]=[CH]1,train,1,0
CC(C)(C)[NH]S(=O)(=O)C1=[CH]C(C2=N[CH]=[CH]C(C3=NC([CH3])=[CH]C(C4=[CH]C(Cl)=C(Cl)[CH]=[CH]4)=N3)=[CH]2)=[CH][CH]=[CH]1.OC(=O)C(F)(F)F>ClCCl>[CH3]C1=[CH]C(C2=[CH]C(Cl)=C(Cl)[CH]=[CH]2)=NC(C2=[CH]C(C3=[CH][CH]=[CH]C(S([NH2])(=O)=O)=[CH]3)=N[CH]=[CH]2)=N1,train,0,1
[CH3]OC1=[CH][CH]=[CH]C(O)=C1.[CH3][CH2]OC(=O)C(C#N)=[CH]C1=[CH]C(O[CH3])=[CH][CH]=[CH]1>>[CH3]OC1=[CH][CH]=[CH]C(C2=C(C#N)C(=O)OC3=[CH]C(O[CH3])=[CH][CH]=C32)=[CH]1,train,0,1
OC(=O)C1=[CH]N=[CH]C(C2=NOC(C(F)(F)F)=N2)=[CH]1.[NH2][CH2][CH2]C1=[CH]OC(C2=[CH][CH]=[CH][CH]=[CH]2)=N1>>O=C([NH][CH2][CH2]C1=[CH]OC(C2=[CH][CH]=[CH][CH]=[CH]2)=N1)C1=[CH]N=[CH]C(C2=NOC(C(F)(F)F)=N2)=[CH]1,train,0,1
CC1(C)OB(C2=[CH][CH]=C(C(=O)N3[CH2][CH2]N([CH3])[CH2][CH2]3)[CH]=[CH]2)OC1(C)C.ClC1=[CH]C([CH2]N2[CH2][CH2][NH]C3=C2[CH]=C(I)[CH]=N3)=C(Cl)[CH]=[CH]1>>[CH3]N1[CH2][CH2]N(C(=O)C2=[CH][CH]=C(C3=[CH]C4=C(N=[CH]3)[NH][CH2][CH2]N4[CH2]C3=C(Cl)[CH]=[CH]C(Cl)=[CH]3)[CH]=[CH]2)[CH2][CH2]1,train,0,1
O=S(=O)(Cl)C1=[CH]C(Br)=[CH][CH]=[CH]1.[CH3][C@H]1[CH2][C@@H](C2=C(C(F)(F)F)[CH]=C(F)[CH]=[CH]2)[CH2][CH2][NH]1>>[CH3][C@H]1[CH2][C@@H](C2=C(C(F)(F)F)[CH]=C(F)[CH]=[CH]2)[CH2][CH2]N1S(=O)(=O)C1=[CH]C(Br)=[CH][CH]=[CH]1,train,1,0
CC1(C)OB(C2=[CH]N=[CH]C(S([CH3])(=O)=O)=[CH]2)OC1(C)C.[CH3]C(=O)C1=C([OH])C(I)=C(F)C(Cl)=[CH]1>>[CH3]C(=O)C1=C([OH])C(C2=[CH]C(S([CH3])(=O)=O)=[CH]N=[CH]2)=C(F)C(Cl)=[CH]1,train,1,0
O=C(O[CH2]C(F)(F)F)C1=C(Cl)N=C(O[CH2]C(F)(F)F)[CH]=[CH]1.[CH3]N1[CH2][CH2][NH][CH2][CH2]1>>[CH3]N1[CH2][CH2]N(C2=C(C(=O)O[CH2]C(F)(F)F)[CH]=[CH]C(O[CH2]C(F)(F)F)=N2)[CH2][CH2]1,train,1,0
CSC([NH][CH3])=C(C#N)C(=O)O[CH2][CH3].[NH2][CH2][CH]1[CH2]N([CH2]C2=[CH][CH]=C(F)[CH]=[CH]2)[CH2][CH2]O1>>[CH3][CH2]OC(=O)C(C#N)=C([NH][CH3])[NH][CH2][CH]1[CH2]N([CH2]C2=[CH][CH]=C(F)[CH]=[CH]2)[CH2][CH2]O1,train,0,1
[CH3]I.[CH3]OC(=O)C1=[CH][CH]=C(N2[CH]=[CH]N=[CH]2)[CH]=[CH]1>C1CCOC1.CO>[CH3]OC(=O)C1=[CH][CH]=C([N+]2=[CH]N([CH3])[CH]=[CH]2)[CH]=[CH]1.[I-],train,0,1
CC(C)[C@H](C(O)=O)N1CC2=CC(C3=CC=C(NC(=O)NC4=CC(C(F)(F)F)=CC=C4)C=C3)=CC=C2C1=O.COC(=O)[C@H](C1=[CH][CH]=[CH][CH]=[CH]1)N1[CH2]C2=[CH]C(C3=[CH][CH]=C([NH]C(=O)[NH]C4=[CH]C(C(F)(F)F)=[CH][CH]=[CH]4)[CH]=[CH]3)=[CH][CH]=C2C1=O>>O=C([NH]C1=[CH][CH]=C(C2=[CH][CH]=C3C(=O)N([C@H](C(=O)[OH])C4=[CH][CH]=[CH][CH]=[CH]4)[CH2]C3=[CH]2)[CH]=[CH]1)[NH]C1=[CH]C(C(F)(F)F)=[CH][CH]=[CH]1,train,1,0
CCOC(=O)C1=C([CH3])C2=C([CH]=[CH][CH]=C2O[CH2][CH]([OH])[CH2][NH][CH]([CH3])[CH3])O1.[NH2][CH]1[CH2][CH2][CH2][CH2][CH2]1>CCOC(C)=O>N.[CH3]C1=C(C(=O)[NH][CH]2[CH2][CH2][CH2][CH2][CH2]2)OC2=C1C(O[CH2][CH]([OH])[CH2][NH][CH]([CH3])[CH3])=[CH][CH]=[CH]2,test,0,1
O=S(Cl)Cl.[CH3]OC1=C2[CH]=C([CH2]O)[CH]=NC2=[CH][CH]=[CH]1>ClCCl>Cl.[CH3]OC1=C2[CH]=C([CH2]Cl)[CH]=NC2=[CH][CH]=[CH]1,train,1,0
COC(=O)[C@H](C(C)C)N1CC2=CC=C(C3=CC=C(NC(=S)NC4=CC=C(Cl)C=C4)C=C3)C=C2C1=O.[CH3][CH]([CH3])[C@@H](C(=O)[OH])N1[CH2]C2=[CH][CH]=C(C3=[CH][CH]=C([NH]C(=S)[NH]C4=C(F)[CH]=[CH][CH]=[CH]4)[CH]=[CH]3)[CH]=C2C1=O>>[CH3][CH]([CH3])[C@@H](C(=O)[OH])N1[CH2]C2=[CH][CH]=C(C3=[CH][CH]=C([NH]C(=S)[NH]C4=[CH]C(Cl)=[CH][CH]=[CH]4)[CH]=[CH]3)[CH]=C2C1=O,train,1,0
C[C@H](CCOS(=O)(=O)C1=[CH][CH]=C([CH3])[CH]=[CH]1)COC(C)(C)C.[CH3][CH]([CH2][CH2][OH])[CH2]OC([CH3])([CH3])[CH3]>>[CH3]C1=[CH][CH]=C(S(=O)(=O)[OH])[CH]=[CH]1.[CH3][C@H]([CH2][CH2][OH])[CH2]OC([CH3])([CH3])[CH3],train,1,0
CCCCCN1C(=O)C(CO)(C2=CC3=C(C=C2O)OCO3)C2=C(Cl)C=CC(Cl)=C21.[CH3][CH2]OC(=O)[CH2]N1C(=O)C([CH2]O)(C2=[CH]C3=C([CH]=C2[OH])O[CH2][CH2]3)C2=[CH]C(Cl)=[CH][CH]=C21>>[CH3][CH2]OC(=O)[CH2]N1C(=O)C2([CH2]OC3=C2[CH]=C2[CH2][CH2]OC2=[CH]3)C2=[CH]C(Cl)=[CH][CH]=C21,train,1,0
O=S(Cl)Cl.OC(=O)C1=[CH][CH]=C(Br)[CH]=[CH]1>>O=C(Cl)C1=[CH][CH]=C(Br)[CH]=[CH]1,train,1,0
OC(=O)C1=[CH]C(C2=NOC(C(F)(F)F)=N2)=[CH][CH]=[CH]1.[NH2][CH2]C1(C2=NC(C3=[CH][CH]=[CH][CH]=[CH]3)=[CH]S2)[CH2][CH2][CH2][CH2]1>>O=C([NH][CH2]C1(C2=NC(C3=[CH][CH]=[CH][CH]=[CH]3)=[CH]S2)[CH2][CH2][CH2][CH2]1)C1=[CH]C(C2=NOC(C(F)(F)F)=N2)=[CH][CH]=[CH]1,train,0,1
O=P(Cl)(Cl)Cl.[NH2]C(=O)C1=C([OH])C([OH])=C([OH])[CH]=[CH]1>CCOC(C)=O>N#CC1=C([OH])C([OH])=C([OH])[CH]=[CH]1,train,0,1
CC(C)(C)OC(=O)[CH2]OC1=C2C(=C(O[CH2][CH3])[CH]=[CH]1)C(=O)N([CH2]SC1=NN=NN1C1=[CH][CH]=[CH][CH]=[CH]1)S2(=O)=O.Cl>CC(C)=O.ClCCl.OC(=O)C(F)(F)F>[CH3][CH2]OC1=C2C(=O)N([CH2]SC3=NN=NN3C3=[CH][CH]=[CH][CH]=[CH]3)S(=O)(=O)C2=C(O[CH2]C(=O)[OH])[CH]=[CH]1,train,0,1
C[Zn][CH3].O=C([OH])C1=[CH]C(Br)=C(OC(F)(F)F)[CH]=[CH]1>C1=CC=C(P(C2=CC=CC=C2)[C-]2C=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)[C-]2C=CC=C2)C=C1.C1COCCO1.CC1=CC=CC=C1.Cl[Pd]Cl.[Fe+2]>[CH3]C1=C(OC(F)(F)F)[CH]=[CH]C(C(=O)[OH])=[CH]1,train,0,1
[CH3]OC1=NC2=[CH][CH]=[CH][CH]=C2N=C1[NH]C(=O)OC1=CC=CC=C1.[CH3][CH2]C1=C(N2[CH2][CH2][NH][CH2][CH2]2)[CH]=[CH][CH]=[CH]1>>[CH3][CH2]C1=C(N2[CH2][CH2]N(C(=O)[NH]C3=NC4=[CH][CH]=[CH][CH]=C4N=C3O[CH3])[CH2][CH2]2)[CH]=[CH][CH]=[CH]1,train,1,0
C=[CH]C(O)=O.[CH3]ON=C1[CH2][C@@H](C([NH2])=N[OH])N(C(=O)C2=[CH][CH]=C(C3=[CH][CH]=[CH][CH]=[CH]3)[CH]=[CH]2)[CH2]1>>C=[CH]C1=NC([C@@H]2[CH2]C(=NO[CH3])[CH2]N2C(=O)C2=[CH][CH]=C(C3=[CH][CH]=[CH][CH]=[CH]3)[CH]=[CH]2)=NO1,train,0,1
[CH3][CH2]OC(=O)C1=[CH]N(C2=N[CH]=[CH][CH]=C2[CH]=O)N=C1[CH3].[CH3][NH][CH3]>>[CH3][CH2]OC(=O)C1=[CH]N(C2=N[CH]=[CH][CH]=C2[CH2]N([CH3])[CH3])N=C1[CH3],train,1,0
C1CCC=CC1.[CH3][Si]([CH3])([CH3])C1=[CH]C2=[CH]C([CH2][OH])=NC(Cl)=C2O1>CCO.[Pd]>[CH3][Si]([CH3])([CH3])C1=[CH]C2=[CH]C([CH2][OH])=N[CH]=C2O1,train,1,0
CC(=O)OC([CH3])=O.[CH3]OC1=[CH]C2=C([CH]=C1[OH])[CH2]N1[CH2][CH2]C3=C([CH]=C(O[CH3])C(O[CH3])=[CH]3)[CH]1[CH2]2>C1=CC=NC=C1>[CH3]OC1=[CH]C2=C([CH]=C1O[CH3])[CH]1[CH2]C3=C([CH]=C(OC([CH3])=O)C(O[CH3])=[CH]3)[CH2]N1[CH2][CH2]2,train,0,1
CS(=O)(=O)C1=NC2=C([CH]=C(C3=[CH][CH]=[CH][CH]=[CH]3)C(=O)N2[CH2][CH3])C([CH3])=N1.[CH3][CH2]N1[CH2][CH2]N(C2=[CH][CH]=C([NH2])[CH]=[CH]2)[CH2][CH2]1>CS(C)=O>[CH3][CH2]N1[CH2][CH2]N(C2=[CH][CH]=C([NH]C3=NC4=C([CH]=C(C5=[CH][CH]=[CH][CH]=[CH]5)C(=O)N4[CH2][CH3])C([CH3])=N3)[CH]=[CH]2)[CH2][CH2]1,train,0,1
Cl.[CH3]N([CH3])C1(C2=[CH][CH]=[CH][CH]=[CH]2)[CH2][CH2]C(=[CH]C(=O)[NH][CH2][CH2][CH2][CH2][CH2]C2=[CH][NH]C3=[CH][CH]=[CH][CH]=C23)[CH2][CH2]1>CO.[Pd]>[CH3]N([CH3])C1(C2=[CH][CH]=[CH][CH]=[CH]2)[CH2][CH2][CH]([CH2]C(=O)[NH][CH2][CH2][CH2][CH2][CH2]C2=[CH][NH]C3=[CH][CH]=[CH][CH]=C23)[CH2][CH2]1,train,0,1
CS(=O)(=O)O[CH2]C1=[CH]C(C2=[CH]C(F)=C(O[CH3])[CH]=[CH]2)=NN([CH2][CH]2[CH2][CH2]2)C1=O.[CH]1=[CH][CH]=C([CH2]N2[CH2][CH2][NH][CH2][CH2]2)[CH]=[CH]1>>[CH3]OC1=C(F)[CH]=C(C2=NN([CH2][CH]3[CH2][CH2]3)C(=O)C([CH2]N3[CH2][CH2]N([CH2]C4=[CH][CH]=[CH][CH]=[CH]4)[CH2][CH2]3)=[CH]2)[CH]=[CH]1,train,1,0
O=[CH]C1=NN(C2=[CH][CH]=[CH][CH]=[CH]2)C(C2=[CH][CH]=[CH]O2)=[CH]1.[NH2][CH2][CH2]N1[CH2][CH2]N(C2=[CH][CH]=C([N+](=O)[O-])[CH]=[CH]2)[CH2][CH2]1>>O=[N+]([O-])C1=[CH][CH]=C(N2[CH2][CH2]N([CH2][CH2][NH][CH2]C3=NN(C4=[CH][CH]=[CH][CH]=[CH]4)C(C4=[CH][CH]=[CH]O4)=[CH]3)[CH2][CH2]2)[CH]=[CH]1,train,1,0
O=C=O.[CH3]OC(=O)[CH]1[CH2]O1>CC#N.C[N+](C)(C)CC1=CC=CC=C1.[Br-].[Br-].[Cl-].[Zn+2]>[CH3]OC(=O)[CH]1[CH2]OC(=O)O1,train,0,1
CCOP(=O)([CH2]C(=O)N1[CH2][CH2][CH2][C@H]1C(=O)O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1)[CH]([CH2][CH2]C1=[CH][CH]=[CH][CH]=[CH]1)[CH2]C(=O)C1=[CH][CH]=[CH][CH]=[CH]1.C[Si](C)(C)Br>ClCCl>O=C([CH2][CH]([CH2][CH2]C1=[CH][CH]=[CH][CH]=[CH]1)P(=O)([OH])[CH2]C(=O)N1[CH2][CH2][CH2][C@H]1C(=O)O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1)C1=[CH][CH]=[CH][CH]=[CH]1,train,1,0
CC1=NN2C(=O)C3=C(C=C(Cl)N=C3)NC2=C1.[CH3]N1C2=[CH][CH]=NN2C(=O)C2=C1[CH]=C(Cl)N=[CH]2>>[CH3]N1C2=[CH][CH]=NN2C(=O)C2=C1[CH]=[CH]N=[CH]2,train,1,0
FC1=CC=C(COC2=C(C3=[CH][CH]=[CH][CH]=[CH]3)[CH]=[CH][CH]=C2C2=[CH][CH]=[CH]C([CH](C3=[CH][CH]=[CH][CH]=[CH]3)C3=[CH][CH]=[CH][CH]=[CH]3)=N2)C=C1>CCO.[Pd]>[OH]C1=C(C2=NC([CH](C3=[CH][CH]=[CH][CH]=[CH]3)C3=[CH][CH]=[CH][CH]=[CH]3)=[CH][CH]=[CH]2)[CH]=[CH][CH]=C1C1=[CH][CH]=[CH][CH]=[CH]1,train,0,1
O=C([OH])[C@H]([OH])[C@@H]([OH])C(=O)[OH].[CH3][CH2]OC1=C(O[CH3])[CH]=C2C(=[CH]1)[C@H]1[CH2][C@H]([OH])[CH2][CH2][C@H]1N=C2C1=[CH]N([CH3])C(=O)[CH]=[CH]1>CC(C)=O.CC(C)O>O=C([OH])[C@H]([OH])[C@@H]([OH])C(=O)[OH].[CH3][CH2]OC1=C(O[CH3])[CH]=C2C(=[CH]1)[C@H]1[CH2][C@H]([OH])[CH2][CH2][C@H]1N=C2C1=[CH]N([CH3])C(=O)[CH]=[CH]1,train,1,0
C1=CC2=CC3=NC(=CC4=CC=C(C=C5C=CC(=N5)C=C1N2)N4)C=C3.O=CC1=[CH][CH]=C([CH2]C2=[CH][CH]=[CH][NH]2)[NH]1>>[CH]1=[CH][NH]C([CH2]C2=[CH][CH]=[CH][NH]2)=[CH]1,train,0,1
CC(=O)OC([CH3])=O.[CH3][CH]([OH])C1=[CH]C(C(=O)[NH][C@@H]([CH3])[CH2]N2[CH]=[CH]C(C3=[CH]C(Cl)=C(C#N)[CH]=[CH]3)=N2)=NO1>C1=CC=NC=C1.CN(C)C1=CC=NC=C1>[CH3]C(=O)O[CH]([CH3])C1=[CH]C(C(=O)[NH][C@@H]([CH3])[CH2]N2[CH]=[CH]C(C3=[CH]C(Cl)=C(C#N)[CH]=[CH]3)=N2)=NO1,train,1,0
O=C(Cl)[CH2][CH2]N1[CH2][CH](OC2=[CH][CH]=C(OC(F)(F)F)[CH]=[CH]2)[CH2]1.[NH2][CH]1[CH2]OC2=NC([N+](=O)[O-])=[CH]N2[CH2]1>>O=C([CH2][CH2]N1[CH2][CH](OC2=[CH][CH]=C(OC(F)(F)F)[CH]=[CH]2)[CH2]1)[NH][C@@H]1[CH2]OC2=NC([N+](=O)[O-])=[CH]N2[CH2]1,train,0,1
O=[CH]C1=[CH][CH]=C(I)[CH]=[CH]1.OC(=O)[CH2]S(=O)(=O)[CH2]S(=O)(=O)[CH2]C(O)=O>CC(O)=O>O=S(=O)(/C=C/C1=[CH][CH]=C(I)[CH]=[CH]1)[CH2]S(=O)(=O)/C=C/C1=[CH][CH]=C(I)[CH]=[CH]1,train,1,0
Cl[CH2][CH]1[CH2][CH2]1.[CH3][CH2]OC(=O)C1=C(C2=[CH][CH]=C(O[CH3])[CH]=[CH]2)C(C2=[CH][CH]=C(O[CH3])[CH]=[CH]2)=N[NH]C1=O>>[CH3][CH2]OC(=O)C1=C(C2=[CH][CH]=C(O[CH3])[CH]=[CH]2)C(C2=[CH][CH]=C(O[CH3])[CH]=[CH]2)=NN([CH2][CH]2[CH2][CH2]2)C1=O,train,1,0
[CH3]OC(=O)C1=C(I)[CH]=[CH][CH]=[CH]1.[NH2]C1=[CH]C(C(F)(F)F)=[CH][CH]=C1C(=O)[OH]>CO.O>[CH3]OC(=O)C1=C([NH]C2=C(C(=O)[OH])[CH]=[CH]C(C(F)(F)F)=[CH]2)[CH]=[CH][CH]=[CH]1,train,0,1
[CH3]OC1=C(C2(O)C3=C(OC2([CH3])[CH3])C([CH3])=C([CH3])C([NH]C(=O)[CH2]C([CH3])([CH3])[CH3])=[CH]3)[CH]=[CH][CH]=[CH]1>CCCCCC.CCOC(C)=O>[CH3]OC1=C([CH]2C3=C(OC2([CH3])[CH3])C([CH3])=C([CH3])C([NH]C(=O)[CH2]C([CH3])([CH3])[CH3])=[CH]3)[CH]=[CH][CH]=[CH]1,train,1,0
CC(C)(C)C1=CC(C(=O)NCC2=CC=C([N+](=O)[O-])C=C2)=CC(C(C)(C)C)=C1O.O=C([NH][CH2][CH2]C1=[CH][CH]=C([N+](=O)[O-])[CH]=[CH]1)C1=[CH]C([OH])=C([OH])C([OH])=[CH]1>>[NH2]C1=[CH][CH]=C([CH2][CH2][NH]C(=O)C2=[CH]C([OH])=C([OH])C([OH])=[CH]2)[CH]=[CH]1,train,1,0
[CH3]N1[CH]=C(C2=N[CH]=C3C(=[CH]2)C(C2=NC(F)=[CH][CH]=[CH]2)=NN3C2CCCCO2)[CH]=N1.[OH][CH]1[CH2][CH2][NH][CH2][CH2]1>>[CH3]N1[CH]=C(C2=N[CH]=C3[NH]N=C(C4=[CH][CH]=[CH]C(N5[CH2][CH2][CH]([OH])[CH2][CH2]5)=N4)C3=[CH]2)[CH]=N1,train,0,1
[CH3][CH]=[CH][CH2]N1C([CH3])=C([CH3])C2=[CH]N=NC(Cl)=C21.[OH][CH2]C1=[CH][CH]=[CH]N=[CH]1>>[CH3][CH]=[CH][CH2]N1C([CH3])=C([CH3])C2=[CH]N=NC(O[CH2]C3=[CH][CH]=[CH]N=[CH]3)=C21,train,0,1
CCOC1=NC2=C([CH]=C(Cl)[CH]=[CH]2)S1.Cl>CC1=CC=CC=C1>O=C1[NH]C2=C([CH]=C(Cl)[CH]=[CH]2)S1,train,0,1
O=C1[NH]C2=C([CH]=[CH][CH]=[CH]2)N(C(=O)Cl)C2=C1[CH]=[CH][CH]=N2.[CH3][CH2]N([CH2][CH3])[CH2][CH]1[CH2][CH2][CH2][CH2]N1[CH2][CH2][NH2]>CC#N>[CH3][CH2]N([CH2][CH3])[CH2][CH]1[CH2][CH2][CH2][CH2]N1[CH2][CH2][NH]C(=O)N1C2=C([CH]=[CH][CH]=[CH]2)[NH]C(=O)C2=C1N=[CH][CH]=[CH]2,train,0,1
CC(C)(C)[C@H]1CC[C@H](OC2=CC=C3C=C(C(CCC(O)=O)[N+](=O)[O-])C=CC3=C2C(F)(F)F)CC1.COC(=O)[CH2][CH2]C([CH3])(C1=[CH]C2=[CH][CH]=C(O[C@H]3[CH2][CH2][C@H](C([CH3])([CH3])[CH3])[CH2][CH2]3)[CH]=C2[CH]=[CH]1)[N+](=O)[O-]>>[CH3]C([CH2][CH2]C(=O)[OH])(C1=[CH]C2=[CH][CH]=C(O[C@H]3[CH2][CH2][C@H](C([CH3])([CH3])[CH3])[CH2][CH2]3)[CH]=C2[CH]=[CH]1)[N+](=O)[O-],train,1,0
C[Si](C)([CH3])C=[N+]=[N-].N#CC1=[CH]C(N2[CH2][CH2][CH](C(=O)[OH])[CH2][CH2]2)=[CH]C(Br)=[CH]1>CC1=CC=CC=C1.CO>[CH3]OC(=O)[CH]1[CH2][CH2]N(C2=[CH]C(Br)=[CH]C(C#N)=[CH]2)[CH2][CH2]1,train,1,0
O=S(=O)([NH]C1=N[CH]=[CH]N=C1C1=[CH][CH]=C([CH2]Cl)[CH]=[CH]1)C1=C(C(F)(F)F)[CH]=[CH][CH]=[CH]1.[CH3][NH]C1=[CH]C(Cl)=C(Cl)[CH]=[CH]1>>[CH3]N([CH2]C1=[CH][CH]=C(C2=N[CH]=[CH]N=C2[NH]S(=O)(=O)C2=C(C(F)(F)F)[CH]=[CH][CH]=[CH]2)[CH]=[CH]1)C1=[CH]C(Cl)=C(Cl)[CH]=[CH]1,train,0,1
Br[CH2][CH]1[CH2][CH2]1.[CH3]C1=C([CH3])C2=[CH][CH]=NC(Cl)=C2[NH]1>>[CH3]C1=C([CH3])N([CH2][CH]2[CH2][CH2]2)C2=C(Cl)N=[CH][CH]=C12,test,1,0
O=O.O=[N+]([O-])C12[CH2][CH]3[CH2][CH]([CH2][CH]([CH2]3)[CH2]1)[CH2]2>CC(O)=O>O=[N+]([O-])C12[CH2][CH]3[CH2][CH]([CH2]C([OH])([CH2]3)[CH2]1)[CH2]2,train,0,1
O=C([OH])C1=[CH]C(Br)=[CH][CH]=C1[OH].[NH2]C1=NC(C2=[CH][CH]=[CH]O2)=C(C2=[CH][CH]=[CH]O2)O1>>O=C([NH]C1=NC(C2=[CH][CH]=[CH]O2)=C(C2=[CH][CH]=[CH]O2)O1)C1=C([OH])[CH]=[CH]C(Br)=[CH]1,train,0,1
OC(=O)C1=C(C(F)(F)F)OC(C2=[CH][CH]=[CH][CH]=[CH]2)=N1.[CH3]OC(=O)[C@H]([CH]([CH3])[CH3])N1[CH2]C2=[CH][CH]=C(C3=N[CH]=C([NH2])[CH]=[CH]3)[CH]=C2C1=O>>[CH3]OC(=O)[C@H]([CH]([CH3])[CH3])N1[CH2]C2=[CH][CH]=C(C3=N[CH]=C([NH]C(=O)C4=C([CH3])OC(C5=[CH][CH]=[CH][CH]=[CH]5)=N4)[CH]=[CH]3)[CH]=C2C1=O,train,0,1
CSC.O=C1[NH]C2=N[CH]=C(Br)N=C2N([CH2]C2=C(Cl)C(F)=[CH][CH]=C2F)C1=O>C1CCOC1>FC1=[CH][CH]=C(F)C([CH2]N2[CH2][CH2][NH]C3=N[CH]=C(Br)N=C32)=C1Cl,train,0,1
Br[CH2][CH]1[CH2]O1.[CH3]OC(=O)[CH2][CH2]C(=O)C1=C([OH])[CH]=[CH]C(Cl)=[CH]1>>[CH3]OC(=O)[CH2][CH2]C(=O)C1=C(O[CH2][CH]2[CH2]O2)[CH]=[CH]C(Cl)=[CH]1,train,0,1
COC(=O)C1=C([OH])C2=C(C3=C([CH]=[CH][CH]=[CH]3)S2)S(=O)(=O)N1[CH3].[CH3]C1=[CH]N=C([NH2])S1>>[CH3]C1=[CH]N=C([NH]C(=O)C2=C([OH])C3=C(C4=C([CH]=[CH][CH]=[CH]4)S3)S(=O)(=O)N2[CH3])S1,train,0,1
[CH3]OC1=[CH]C([CH]=[CH]C(O)=O)=[CH]C(O[CH3])=[CH]1.[CH3][CH]([CH3])[CH2]N([C@@H]([CH2][CH2][CH2][CH2][NH2])C(=O)[OH])S(=O)(=O)C1=[CH][CH]=C([N+](=O)[O-])[CH]=[CH]1>>[CH3]OC1=[CH]C([CH]=[CH]C(=O)[NH][CH2][CH2][CH2][CH2][C@@H](C(=O)[OH])N([CH2][CH]([CH3])[CH3])S(=O)(=O)C2=[CH][CH]=C([N+](=O)[O-])[CH]=[CH]2)=[CH]C(O[CH3])=[CH]1,train,0,1
Cl[CH2]C1=[CH]C2=C([CH]=[CH]1)OC(C1=[CH][CH]=[CH]S1)=N2.[OH]C1=[CH][CH]=[CH]C([CH2][CH2][CH2][CH2]N2[CH]=[CH]N=[CH]2)=[CH]1>>[CH]1=[CH]SC(C2=NC3=C([CH]=[CH]C([CH2]OC4=[CH]C([CH2][CH2][CH2][CH2]N5[CH]=[CH]N=[CH]5)=[CH][CH]=[CH]4)=[CH]3)O2)=[CH]1,train,1,0
OC(=O)C1=[CH]N=[CH]C(C2=NOC(C(F)(F)F)=N2)=[CH]1.[CH3][CH]([CH2][NH2])C1=[CH]N([CH3])C(C2=[CH][CH]=[CH][CH]=[CH]2)=N1>>[CH3][CH]([CH2][NH]C(=O)C1=[CH]N=[CH]C(C2=NOC(C(F)(F)F)=N2)=[CH]1)C1=[CH]N([CH3])C(C2=[CH][CH]=[CH][CH]=[CH]2)=N1,train,0,1
[CH3]OC1=CC=CC(C(O)=O)=C1.[CH3][CH]([CH3])[NH]C(=O)[C@H]1[CH2][CH2][C@@H](N2C3=C([CH]=NC(O[CH2][CH2]N4[CH2][CH2][CH2][CH2][CH2]4)=[CH]3)[NH]/C2=N\C(=O)C2=[CH]C3=C(C=CS3)[CH]=[CH]2)[CH2][CH2]1>>[CH3]OC1=[CH][CH]=[CH]C(C(=O)/N=C2\[NH]C3=C([CH]=C(O[CH2][CH2]N4[CH2][CH2][CH2][CH2][CH2]4)N=[CH]3)N2[C@H]2[CH2][CH2][C@@H](C(=O)[NH][CH]([CH3])[CH3])[CH2][CH2]2)=[CH]1,train,0,1
CCOC(=O)[NH]C1=NC2=[CH]C(F)=[CH][CH]=C2N=C1O[CH3].[CH3]OC1=[CH]C(N2[CH2][CH2][NH][CH2][CH2]2)=[CH]C(O[CH3])=C1O[CH3]>>[CH3]OC1=[CH]C(N2[CH2][CH2]N(C(=O)[NH]C3=NC4=[CH]C(F)=[CH][CH]=C4N=C3O[CH3])[CH2][CH2]2)=[CH]C(O[CH3])=C1O[CH3],train,1,0
CS(=O)(=O)O[CH2][CH2][CH2][CH2][CH2]OC1=C([CH2][CH2]C(=O)O[CH3])[CH]=[CH][CH]=[CH]1.O=C1[CH2][CH2]OC2=C1[CH]=[CH]C([OH])=C2[CH2]C1=[CH][CH]=[CH][CH]=[CH]1>>[CH3]OC(=O)[CH2][CH2]C1=C(O[CH2][CH2][CH2][CH2][CH2]OC2=C([CH2]C3=[CH][CH]=[CH][CH]=[CH]3)C3=C([CH]=[CH]2)C(=O)[CH2][CH2]O3)[CH]=[CH][CH]=[CH]1,train,1,0
N#CC1=C([N+](=O)[O-])[CH]=[CH][CH]=C1[N+](=O)[O-].[OH][CH2][CH2]C1=N[CH]=[CH][CH]=[CH]1>>N#CC1=C([N+](=O)[O-])[CH]=[CH][CH]=C1O[CH2][CH2]C1=N[CH]=[CH][CH]=[CH]1,train,1,0
