sentences,split,not_high_yielding,high_yielding
"1-butyl-3,6-dimethyl-5-nitropyrimidine-2,4-dione reacts in the presence of ethyl acetate, palladium to produce 5-amino-1-butyl-3,6-dimethylpyrimidine-2,4-dione.",train,0,1
"Methyl 4-[(3-nitropyridin-4-yl)amino]cyclohexane-1-carboxylate reacts in the presence of ethanol, palladium to produce methyl 4-[(3-aminopyridin-4-yl)amino]cyclohexane-1-carboxylate.",train,0,1
Methyl 4-[(5-methoxy-2-nitroanilino)methyl]cyclohexane-1-carboxylate and molecular hydrogen react together in the presence of palladium to produce methyl 4-[(2-amino-5-methoxyanilino)methyl]cyclohexane-1-carboxylate.,train,0,1
"4-(2,6-difluoro-3-nitrophenyl)pyridine reacts in the presence of ethanol, nickel to produce 2,4-difluoro-3-pyridin-4-ylaniline.",train,1,0
"Ethyl 3-nitro-4-(trifluoromethyl)benzoate and molecular hydrogen react together in the presence of ethanol, oxoplatinum to produce ethyl 3-amino-4-(trifluoromethyl)benzoate.",train,0,1
"Cyclopropyl-(2-nitrophenyl)methanone and molecular hydrogen react together in the presence of toluene, palladium to produce (2-aminophenyl)-cyclopropylmethanone.",train,0,1
"N-[[4-(5-bromopyrimidin-2-yl)sulfanylphenyl]carbamoyl]-2-nitrobenzamide reacts in the presence of acetic acid, oxidane, iron to produce 2-amino-n-[[4-(5-bromopyrimidin-2-yl)sulfanylphenyl]carbamoyl]benzamide.",train,1,0
"2-chloro-3-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)aniline and 1-bromo-2,5-dichloro-3-nitrobenzene react together to produce 3-bromo-2,5-dichloroaniline.",train,1,0
"[(1s,2r,6s)-6-methyl-2-[(2-methylpropan-2-yl)oxycarbonylamino]-4-(3-nitropyridin-4-yl)cyclohex-3-en-1-yl] methanesulfonate reacts in the presence of ethanol, palladium to produce [(1s,2s,4r,6r)-4-(3-aminopyridin-4-yl)-2-methyl-6-[(2-methylpropan-2-yl)oxycarbonylamino]cyclohexyl] methanesulfonate.",train,1,0
"N-(2-methoxyethyl)-2-nitroaniline reacts in the presence of acetic acid, methanol, zinc to produce 2-n-(2-methoxyethyl)benzene-1,2-diamine.",train,0,1
"Phenanthrene-1,2-dione and 4-chlorobenzene-1,2-diamine react together to produce 11-chlorophenanthro[9,10-b]quinoxaline.",train,0,1
"Methyl (e)-3-[4-[3-[heptylcarbamoyl(methyl)amino]phenyl]-3-nitrophenyl]prop-2-enoate reacts in the presence of methanol, palladium to produce methyl 3-[3-amino-4-[3-[heptylcarbamoyl(methyl)amino]phenyl]phenyl]propanoate.",train,0,1
"(3r)-3-ethyl-7-fluoro-3,4-dihydro-1h-quinoxalin-2-one and (2r)-2-(5-fluoro-2-nitroanilino)butanoic acid react together to produce (3r)-3-ethyl-6-fluoro-3,4-dihydro-1h-quinoxalin-2-one.",train,1,0
"4-nitro-3-(2-nitroethenyl)-2-phenylmethoxy-7-oxabicyclo[4.1.0]hepta-1(6),2,4-triene and 1-methoxy-4-nitro-3-(2-nitroethenyl)-2-phenylmethoxybenzene react together to produce 5-methoxy-4-phenylmethoxy-1h-indole.",train,0,1
"Methyl 2-[4-(5-chloro-3-nitropyridin-2-yl)oxyphenoxy]propanoate and molecular hydrogen react together in the presence of 1,4-dioxane, nickel to produce methyl 2-[4-(3-amino-5-chloropyridin-2-yl)oxyphenoxy]propanoate.",train,0,1
"(3r,4r,5r)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol and aziridin-1-yl-(3-methoxy-4-nitrophenyl)methanone react together in the presence of methanol, palladium to produce (4-amino-3-methoxyphenyl)-(aziridin-1-yl)methanone.",train,1,0
"Methyl 3-[4-[2-(diethylamino)ethylamino]-3-nitrophenyl]prop-2-enoate reacts in the presence of acetic acid, tetrachlorostannane to produce methyl 3-[3-amino-4-[2-(diethylamino)ethylamino]phenyl]prop-2-enoate.",train,1,0
"Methyl 3-[(1r,2r,6s)-6-methyl-2-[(2-methylpropan-2-yl)oxycarbonylamino]-4-(3-nitropyridin-4-yl)cyclohex-3-en-1-yl]oxypropanoate reacts in the presence of ethanol, palladium to produce methyl 3-[(1r,2s,4r,6r)-4-(3-aminopyridin-4-yl)-2-methyl-6-[(2-methylpropan-2-yl)oxycarbonylamino]cyclohexyl]oxypropanoate.",train,0,1
"(e)-3-(3-fluoro-4-nitrophenyl)-n-(4-methoxy-3-nitrophenyl)prop-2-enamide reacts in the presence of propan-2-one, oxidane to produce (e)-3-(4-amino-3-fluorophenyl)-n-(3-amino-4-methoxyphenyl)prop-2-enamide.",train,1,0
"Ethanol and methyl 4-formyl-3-nitrobenzoate react together in the presence of acetic acid, iron to produce methyl 3-amino-4-formylbenzoate.",train,0,1
"Molecular hydrogen and [7-(6-amino-5-nitropyridin-3-yl)-3,5-dihydro-2h-1,4-benzoxazepin-4-yl]-[3-hydroxy-3-(trifluoromethyl)-8-azabicyclo[3.2.1]octan-8-yl]methanone react together in the presence of acetic acid, palladium to produce [7-(5,6-diaminopyridin-3-yl)-3,5-dihydro-2h-1,4-benzoxazepin-4-yl]-[3-hydroxy-3-(trifluoromethyl)-8-azabicyclo[3.2.1]octan-8-yl]methanone.",train,0,1
"Methyl (e)-2-(2-chloro-6-nitrophenyl)-3-hydroxybut-2-enoate reacts in the presence of acetic acid, methanol, dichloromethane, oxidane to produce methyl 4-chloro-2-methyl-1h-indole-3-carboxylate.",train,0,1
"Ethanol and 1-(4-methoxy-2-nitrophenyl)ethanone react together in the presence of acetic acid, iron to produce 1-(2-amino-4-methoxyphenyl)propan-1-one.",train,0,1
"Tert-butyl n-[(3s)-1-[6-(6-chloro-3-nitropyridin-2-yl)-1,7-naphthyridin-4-yl]piperidin-3-yl]carbamate reacts in the presence of acetic acid, iron to produce tert-butyl n-[(3s)-1-[6-(3-amino-6-chloropyridin-2-yl)-1,7-naphthyridin-4-yl]piperidin-3-yl]carbamate.",train,0,1
"2-morpholin-4-yl-8-(1-nitrodibenzofuran-4-yl)chromen-4-one reacts in the presence of acetic acid, azane, hydroxide, zinc to produce 8-(1-aminodibenzofuran-4-yl)-2-morpholin-4-ylchromen-4-one.",train,0,1
"N-[2,6-di(propan-2-yl)phenyl]-2-nitrobenzamide reacts in the presence of acetic acid, zinc to produce 2-amino-n-[2,6-di(propan-2-yl)phenyl]benzamide.",train,0,1
"Methyl (e)-3-[4-[3-[methyl(pentylcarbamoyl)amino]phenyl]-3-nitrophenyl]prop-2-enoate reacts in the presence of methanol, palladium to produce methyl 3-[3-amino-4-[3-[methyl(pentylcarbamoyl)amino]phenyl]phenyl]propanoate.",train,0,1
"6-methoxy-n-methyl-5-nitropyridine-2-carboxamide reacts in the presence of methanol, palladium to produce 5-amino-6-methoxy-n-methylpyridine-2-carboxamide.",train,0,1
"7-chloro-n-(3,4-dichlorophenyl)-6-nitroquinazolin-4-amine reacts in the presence of acetic acid, iron to produce 7-chloro-4-n-(3,4-dichlorophenyl)quinazoline-4,6-diamine.",train,1,0
"Acetic acid and 6,7-dimethoxy-2-(2-nitro-4-phenylmethoxyphenyl)naphthalene-1-carbaldehyde react together in the presence of zinc to produce 2,3-dimethoxy-9-phenylmethoxybenzo[i]phenanthridine.",train,1,0
"Chlorane and n-methyl-2-nitro-5-phenylmethoxyaniline react together in the presence of methane, toluene, platinum to produce chlorane.",train,0,1
"Methyl 2-[(5-iodo-3-nitropyridin-2-yl)amino]-2-methylpropanoate reacts in the presence of ethanol to produce 7-iodo-3,3-dimethyl-1,4-dihydropyrido[2,3-b]pyrazin-2-one.",train,1,0
"Methyl (2s)-2-[(2-chloro-5-nitropyrimidin-4-yl)-(3-methylbutyl)amino]propanoate reacts in the presence of acetic acid, iron to produce 2-chloro-7-methyl-8-(3-methylbutyl)-5,7-dihydropteridin-6-one.",train,1,0
"4-bromo-2-nitrobenzaldehyde reacts in the presence of acetic acid, ethanol, iron to produce 2-amino-4-bromobenzaldehyde.",train,1,0
"Propane-1,3-diamine and 4-methyl-2-[(2-nitrophenyl)diazenyl]phenol react together in the presence of n,n-dimethylformamide to produce 2-(benzotriazol-2-yl)-4-methylphenol.",train,1,0
"4-(7-chloro-6-nitroquinazolin-4-yl)-n-(4-phenoxyphenyl)piperazine-1-carboxamide reacts in the presence of acetic acid, zinc to produce 4-(6-amino-7-chloroquinazolin-4-yl)-n-(4-phenoxyphenyl)piperazine-1-carboxamide.",train,1,0
"(4r)-4-(4-chloro-3-nitrophenyl)pyrrolidin-2-one reacts in the presence of acetic acid, iron to produce (4r)-4-(3-amino-4-chlorophenyl)pyrrolidin-2-one.",train,0,1
"1-(2-chloro-5-nitropyridin-4-yl)ethanone reacts in the presence of acetic acid, iron to produce 1-(5-amino-2-chloropyridin-4-yl)ethanone.",train,0,1
"Acetic acid and 5-chloro-4-nitro-1-(oxan-4-yl)pyrazole react together in the presence of oxidane, iron to produce 5-chloro-1-(oxan-4-yl)pyrazol-4-amine.",train,1,0
"2-[3-(3-nitropyridin-4-yl)cyclohex-2-en-1-yl]isoindole-1,3-dione reacts in the presence of acetic acid, iron to produce 2-[3-(3-aminopyridin-4-yl)cyclohex-2-en-1-yl]isoindole-1,3-dione.",train,0,1
"2-[2-nitro-4-(trifluoromethyl)phenyl]benzo[de]isoquinoline-1,3-dione and molecular hydrogen react together in the presence of acetic acid, palladium to produce 6-(trifluoromethyl)-3,10-diazapentacyclo[10.7.1.02,10.04,9.016,20]icosa-1(19),2,4(9),5,7,12,14,16(20),17-nonaen-11-one.",train,1,0
"3-nitro-4-piperidin-1-ylpyridine reacts in the presence of ethanol, palladium to produce 4-piperidin-1-ylpyridin-3-amine.",train,0,1
"Acetic acid and 5-chloro-1-(2-methoxyethyl)-4-nitropyrazole react together in the presence of oxidane, iron to produce 5-chloro-1-(2-methoxyethyl)pyrazol-4-amine.",train,1,0
"Methyl 7-nitro-1-benzothiophene-2-carboxylate reacts in the presence of acetic acid, chlorane to produce methyl 7-amino-1-benzothiophene-2-carboxylate.",train,0,1
"Tert-butyl n-[(1r,5s,6s)-5-methyl-6-(2-methylsulfonylethoxy)-3-(3-nitropyridin-4-yl)cyclohex-2-en-1-yl]carbamate reacts in the presence of ethanol, palladium to produce tert-butyl n-[(1r,2s,3s,5r)-5-(3-aminopyridin-4-yl)-3-methyl-2-(2-methylsulfonylethoxy)cyclohexyl]carbamate.",train,1,0
Methyl 4-[4-[(2-methylpropan-2-yl)oxycarbonylamino]phenyl]sulfanyl-3-nitrobenzoate and methyl 4-[4-(methoxycarbonylamino)phenyl]sulfanyl-3-nitrobenzoate react together to produce methyl 3-amino-4-[4-(methoxycarbonylamino)phenyl]sulfanylbenzoate.,train,0,1
"2,4-dichloro-5-nitropyrimidine reacts in the presence of acetic acid, iron to produce 2,4-dichloropyrimidin-5-amine.",train,0,1
"Methyl (2r)-2-[(2-chloro-5-nitropyrimidin-4-yl)amino]propanoate and chlorane react together in the presence of ethanol, iron to produce (7r)-2-chloro-7-methyl-7,8-dihydro-5h-pteridin-6-one.",train,0,1
"2-[5,5-dimethyl-3-(3-nitropyridin-4-yl)cyclohex-2-en-1-yl]isoindole-1,3-dione reacts in the presence of acetic acid, palladium to produce 2-[3-(3-aminopyridin-4-yl)-5,5-dimethylcyclohex-2-en-1-yl]isoindole-1,3-dione.",train,0,1
"2,4-ditert-butyl-6-[(2-nitrophenyl)diazenyl]phenol reacts in the presence of propan-2-ol, n,n-diethylethanamine, palladium to produce 2-(benzotriazol-2-yl)-4,6-ditert-butylphenol.",train,0,1
Diethyl 2-acetamido-2-[(4-acetamido-3-nitrophenyl)methyl]propanedioate and carbonyl dichloride react together to produce chlorane.,train,1,0
"Chlorane and 1-(4-chloro-2-nitrophenyl)-4-phenylmethoxycarbonylpiperazine-2-carboxylic acid react together in the presence of acetic acid, iron to produce benzyl 9-chloro-5-oxo-2,4,4a,6-tetrahydro-1h-pyrazino[1,2-a]quinoxaline-3-carboxylate.",train,1,0
"4-(cyclohexen-1-yl)-3-nitropyridine reacts in the presence of acetic acid, iron to produce 4-(cyclohexen-1-yl)pyridin-3-amine.",train,0,1
"1-(5-cyclopentyloxy-4-methoxy-2-nitrophenyl)-3-(3,5-dichloropyridin-4-yl)propan-1-one reacts in the presence of acetic acid, iron to produce 1-(2-amino-5-cyclopentyloxy-4-methoxyphenyl)-3-(3,5-dichloropyridin-4-yl)propan-1-one.",train,0,1
"2-[3-(3-nitropyridin-4-yl)cyclohex-2-en-1-yl]isoindole-1,3-dione reacts in the presence of acetic acid, palladium to produce 2-[3-(3-aminopyridin-4-yl)cyclohexyl]isoindole-1,3-dione.",train,0,1
"Methyl 2-(1-benzylpiperidin-4-yl)-3-hydroxy-3-(2-nitrophenyl)propanoate reacts in the presence of acetic acid, oxidane, iron to produce 3-(1-benzylpiperidin-4-yl)-4-hydroxy-3,4-dihydro-1h-quinolin-2-one.",train,1,0
"4-hydroxy-3-nitro-1h-pyridin-2-one reacts in the presence of ethyl acetate, palladium to produce 3-amino-4-hydroxy-1h-pyridin-2-one.",train,1,0
"Ethyl 2-[(3-nitro-5,6,7,8-tetrahydronaphthalen-2-yl)oxy]propanoate and oxidane react together in the presence of acetic acid, iron to produce 2-methyl-6,7,8,9-tetrahydro-4h-benzo[g][1,4]benzoxazin-3-one.",train,0,1
"Methanol and tert-butyl n-[6-[tert-butyl(dimethyl)silyl]oxy-3-(3-nitropyridin-4-yl)cyclohex-2-en-1-yl]carbamate react together in the presence of acetic acid, iron to produce tert-butyl n-[3-(3-aminopyridin-4-yl)-6-[tert-butyl(dimethyl)silyl]oxycyclohex-2-en-1-yl]carbamate.",train,0,1
"2-[(2-nitrophenyl)diazenyl]-4,6-bis(2-phenylpropan-2-yl)phenol and 2-[(4-chloro-2-nitrophenyl)diazenyl]-4,6-bis(2-phenylpropan-2-yl)phenol react together to produce 2-[2-[3-(5-chlorobenzotriazol-2-yl)-5-(2-phenylpropan-2-yl)phenyl]propan-2-yl]phenol.",train,0,1
"2,4-bis(2-methylbutan-2-yl)-6-[(2-nitrophenyl)diazenyl]phenol and 2,4-ditert-butyl-6-[(5-chloro-2-nitrophenyl)diazenyl]phenol react together to produce 2,4-ditert-butyl-6-(5-chlorobenzotriazol-2-yl)phenol.",train,0,1
"2-[(2-nitrophenyl)diazenyl]-4,6-bis(2,4,4-trimethylpentan-2-yl)phenol and 2-[(4-chloro-2-nitrophenyl)diazenyl]-4,6-bis(2,4,4-trimethylpentan-2-yl)phenol react together to produce 2-(5-chlorobenzotriazol-2-yl)-4,6-bis(2,4,4-trimethylpentan-2-yl)phenol.",train,0,1
"Tert-butyl-dimethyl-[5-methyl-3-(3-nitropyridin-4-yl)cyclohex-2-en-1-yl]oxysilane reacts in the presence of methanol, palladium to produce 4-[3-[tert-butyl(dimethyl)silyl]oxy-5-methylcyclohexyl]pyridin-3-amine.",train,0,1
"Acetic acid and tert-butyl 4-(6-nitropyridin-3-yl)piperazine-1-carboxylate react together in the presence of methanol, iron to produce tert-butyl 4-(6-aminopyridin-3-yl)piperazine-1-carboxylate.",train,0,1
"N'-(2-aminoethyl)ethane-1,2-diamine and 2,4-bis(2-methylbutan-2-yl)-6-[(2-nitrophenyl)diazenyl]phenol react together in the presence of 1,2-xylene to produce 2-(benzotriazol-2-yl)-4,6-bis(2-methylbutan-2-yl)phenol.",train,0,1
"Tert-butyl-dimethyl-[5-methyl-3-(3-nitropyridin-4-yl)cyclohex-2-en-1-yl]oxysilane reacts in the presence of acetic acid, iron to produce 4-[3-[tert-butyl(dimethyl)silyl]oxy-5-methylcyclohexen-1-yl]pyridin-3-amine.",train,0,1
"N'-(2-aminoethyl)ethane-1,2-diamine and 2-[(2-nitrophenyl)diazenyl]-4-(2,4,4-trimethylpentan-2-yl)phenol react together in the presence of 1,2-xylene to produce 2-(benzotriazol-2-yl)-4-(2,4,4-trimethylpentan-2-yl)phenol.",train,0,1
"4-methyl-2-[(2-nitrophenyl)diazenyl]phenol and 2,4-bis(2-methylbutan-2-yl)-6-[(2-nitrophenyl)diazenyl]phenol react together in the presence of molybdenum, nickel to produce 2-(benzotriazol-2-yl)-4-methylphenol.",train,1,0
"N'-(2-aminoethyl)ethane-1,2-diamine and 2,4-ditert-butyl-6-[(2-nitrophenyl)diazenyl]phenol react together in the presence of 1,2-xylene to produce 2-(benzotriazol-2-yl)-4,6-ditert-butylphenol.",train,0,1
"Ethyl 3-(4-aminophenyl)-1,2-oxazole-5-carboxylate and ethyl 3-(3-fluoro-4-nitrophenyl)-1,2-oxazole-5-carboxylate react together to produce ethyl 3-(4-amino-3-fluorophenyl)-1,2-oxazole-5-carboxylate.",train,1,0
"2,4-ditert-butyl-6-[(5-chloro-2-nitrophenyl)diazenyl]phenol and 2,4-bis(2-methylbutan-2-yl)-6-[(2-nitrophenyl)diazenyl]phenol react together to produce 2,4-ditert-butyl-6-(5-chlorobenzotriazol-2-yl)phenol.",train,1,0
"3-nitro-4-pyrrolidin-1-ylpyridine and molecular hydrogen react together in the presence of methane, 1,4-dioxane, palladium to produce 4-pyrrolidin-1-ylpyridin-3-amine.",train,0,1
"4-tert-butyl-2-methyl-6-[(2-nitrophenyl)diazenyl]phenol and 2,4-bis(2-methylbutan-2-yl)-6-[(2-nitrophenyl)diazenyl]phenol react together to produce 2-(benzotriazol-2-yl)-4-tert-butyl-6-methylphenol.",train,0,1
"2-[5,5-dimethyl-3-(3-nitropyridin-4-yl)cyclohex-2-en-1-yl]isoindole-1,3-dione and molecular hydrogen react together in the presence of acetic acid, palladium to produce 2-[3-(3-aminopyridin-4-yl)-5,5-dimethylcyclohex-2-en-1-yl]isoindole-1,3-dione.",train,0,1
Ethyl acetate and methyl 1-(3-fluoro-4-nitrophenoxy)cyclopropane-1-carboxylate react together in the presence of ethanol to produce methyl 1-(4-amino-3-fluorophenoxy)cyclopropane-1-carboxylate.,train,0,1
"Oxidane and 2-nitro-5-phenoxypyridine react together in the presence of acetic acid, zinc to produce 5-phenoxypyridin-2-amine.",test,0,1
"[8-nitro-2-[3-(trifluoromethyl)phenyl]quinolin-4-yl] acetate reacts in the presence of ethyl acetate, palladium to produce [8-amino-2-[3-(trifluoromethyl)phenyl]quinolin-4-yl] acetate.",train,1,0
"[6-methyl-2-[(2-methylpropan-2-yl)oxycarbonylamino]-4-(3-nitropyridin-4-yl)cyclohex-3-en-1-yl] acetate reacts in the presence of ethyl acetate, methanol, palladium to produce [4-(3-aminopyridin-4-yl)-2-methyl-6-[(2-methylpropan-2-yl)oxycarbonylamino]cyclohexyl] acetate.",train,1,0
Tert-butyl-dimethyl-[(3s)-1-(3-nitropyridin-4-yl)piperidin-3-yl]oxysilane reacts in the presence of ethanol to produce 2-tert-butyl-4-[(3s)-3-[tert-butyl(dimethyl)silyl]oxypiperidin-1-yl]pyridin-3-amine.,train,1,0
"Ethyl (2s)-2-(n-(2-chloro-5-nitropyrimidin-4-yl)anilino)propanoate reacts in the presence of acetic acid, iron to produce 2-chloro-7-methyl-8-phenyl-5,7-dihydropteridin-6-one.",train,0,1
"Tert-butyl 7-methyl-5-(3-nitropyridin-4-yl)-2-oxo-3a,6,7,7a-tetrahydro-1,3-benzoxazole-3-carboxylate reacts in the presence of methanol, palladium to produce tert-butyl 5-(3-aminopyridin-4-yl)-7-methyl-2-oxo-3a,4,5,6,7,7a-hexahydro-1,3-benzoxazole-3-carboxylate.",train,0,1
"Methyl (2r)-2-(5-bromo-2-nitrophenoxy)propanoate reacts in the presence of acetic acid, ethyl acetate, iron to produce (2r)-7-bromo-2-methyl-4h-1,4-benzoxazin-3-one.",train,0,1
"Tert-butyl 7-methyl-5-(3-nitropyridin-4-yl)-2-oxo-3a,6,7,7a-tetrahydro-1,3-benzoxazole-3-carboxylate reacts in the presence of ethyl acetate, methanol, palladium to produce tert-butyl 5-(3-aminopyridin-4-yl)-7-methyl-2-oxo-3a,4,5,6,7,7a-hexahydro-1,3-benzoxazole-3-carboxylate.",train,0,1
"N,n-dimethyl-2-(5-nitropyrazin-2-yl)oxyethanamine reacts in the presence of methanol, palladium to produce 5-[2-(dimethylamino)ethoxy]pyrazin-2-amine.",train,0,1
"Tert-butyl n-[1-(4-nitropyridin-3-yl)piperidin-3-yl]carbamate reacts in the presence of ethanol, ethyl acetate to produce tert-butyl n-[1-(4-aminopyridin-3-yl)piperidin-3-yl]carbamate.",train,0,1
"Tert-butyl 5-(3-nitropyridin-4-yl)-2-oxo-3a,6,7,7a-tetrahydro-1,3-benzoxazole-3-carboxylate reacts in the presence of ethyl acetate, methanol, palladium to produce tert-butyl 5-(3-aminopyridin-4-yl)-2-oxo-3a,4,5,6,7,7a-hexahydro-1,3-benzoxazole-3-carboxylate.",train,0,1
"2-butyl-5-(4-nitrophenyl)-1,3,4-oxadiazole reacts in the presence of acetic acid, nickel to produce 4-(5-butyl-1,3,4-oxadiazol-2-yl)aniline.",train,0,1
"Ethyl acetate and 3-ethylsulfanyl-4-[(4-nitrophenyl)methyl]-5-phenyl-1,2,4-triazole react together in the presence of ethoxyethane to produce 4-[(3-ethylsulfanyl-5-phenyl-1,2,4-triazol-4-yl)methyl]aniline.",train,0,1
"Acetic acid and tert-butyl 4-[1-hydroxy-3-methoxy-1-(2-nitrophenyl)-3-oxopropan-2-yl]piperidine-1-carboxylate react together in the presence of ethyl acetate, iron to produce tert-butyl 4-(4-hydroxy-2-oxo-3,4-dihydro-1h-quinolin-3-yl)piperidine-1-carboxylate.",train,0,1
"Tert-butyl n-[(3r,4r)-4-fluoro-1-(3-nitropyridin-4-yl)piperidin-3-yl]carbamate reacts in the presence of ethanol, ethyl acetate to produce tert-butyl n-[(3r,4r)-1-(3-aminopyridin-4-yl)-4-fluoropiperidin-3-yl]carbamate.",train,0,1
"Pyrrolidine and 2-methyl-1-nitro-4-(2-phenylmethoxyethoxy)benzene react together in the presence of ethyl acetate, methanol, palladium to produce 5-(2-phenylmethoxyethoxy)-1h-indole.",train,1,0
"Tert-butyl n-[(3r,4r)-4-[tert-butyl(dimethyl)silyl]oxy-1-(3-nitropyridin-4-yl)piperidin-3-yl]carbamate reacts in the presence of ethanol, ethyl acetate to produce tert-butyl n-[(3r,4r)-1-(3-aminopyridin-4-yl)-4-[tert-butyl(dimethyl)silyl]oxypiperidin-3-yl]carbamate.",train,0,1
"3-(2,6-dichloro-4-nitrophenoxy)quinoline reacts in the presence of ethyl acetate, 3-(2,6-dichloro-4-nitrophenoxy)quinoline, platinum to produce 3,5-dichloro-4-quinolin-3-yloxyaniline.",train,0,1
Methyl 2-[methyl-[(4-nitrophenyl)methyl]amino]acetate reacts in the presence of ethyl acetate to produce methyl 2-[(4-aminophenyl)methyl-methylamino]acetate.,train,0,1
"N-diethoxyphosphoryl-4-methyl-1-(3-nitropyridin-4-yl)piperidin-3-amine reacts in the presence of ethyl acetate, palladium to produce 4-[3-(diethoxyphosphorylamino)-4-methylpiperidin-1-yl]pyridin-3-amine.",train,0,1
"Tert-butyl-(2-methoxy-5-nitrophenoxy)-dimethylsilane and molecular hydrogen react together in the presence of ethyl acetate, palladium to produce 3-[tert-butyl(dimethyl)silyl]oxy-4-methoxyaniline.",train,0,1
"(1r,2r)-n-decyl-2-(4-nitrophenyl)cyclopropane-1-carboxamide reacts in the presence of acetic acid, iron to produce (1r,2r)-2-(4-aminophenyl)-n-decylcyclopropane-1-carboxamide.",train,0,1
"Tert-butyl (3ar,7as)-5-(3-nitropyridin-4-yl)-2-oxo-4,6,7,7a-tetrahydro-3ah-[1,3]oxazolo[4,5-c]pyridine-3-carboxylate reacts in the presence of ethanol, ethyl acetate, palladium to produce tert-butyl (3ar,7as)-5-(3-aminopyridin-4-yl)-2-oxo-4,6,7,7a-tetrahydro-3ah-[1,3]oxazolo[4,5-c]pyridine-3-carboxylate.",train,0,1
"Tert-butyl n-[3-[tert-butyl(dimethyl)silyl]oxy-1-(3-nitropyridin-4-yl)piperidin-4-yl]carbamate reacts in the presence of ethanol, ethyl acetate to produce tert-butyl n-[1-(3-aminopyridin-4-yl)-3-[tert-butyl(dimethyl)silyl]oxypiperidin-4-yl]carbamate.",train,0,1
"Ethyl acetate and tert-butyl 4-(3-methoxy-4-nitrophenyl)-3,6-dihydro-2h-pyridine-1-carboxylate react together in the presence of ethanol, palladium to produce tert-butyl 4-(4-amino-3-methoxyphenyl)piperidine-1-carboxylate.",train,0,1
"4-[2-(4-nitrophenoxy)ethyl]morpholine and molecular hydrogen react together in the presence of ethyl acetate, palladium to produce 4-(2-morpholin-4-ylethoxy)aniline.",train,0,1
Methane and 6-[(2-methoxy-4-nitrophenyl)sulfonylamino]hexanoic acid react together in the presence of ethyl acetate to produce 6-[(4-amino-2-methoxyphenyl)sulfonylamino]hexanoic acid.,train,0,1
"3-nitrodibenzofuran reacts in the presence of ethyl acetate, palladium to produce dibenzofuran-3-amine.",train,1,0
"1-[4-(4-nitrophenyl)piperazin-1-yl]ethanone and molecular hydrogen react together in the presence of ethyl acetate, palladium to produce 1-[4-(4-aminophenyl)piperazin-1-yl]ethanone.",train,1,0
"Tert-butyl n-[3-[6-[bis(3-methylbutyl)carbamoyl]-2-(4-nitroanilino)benzimidazol-1-yl]propyl]carbamate reacts in the presence of ethyl acetate, methanol, palladium to produce tert-butyl n-[3-[2-(4-aminoanilino)-6-[bis(3-methylbutyl)carbamoyl]benzimidazol-1-yl]propyl]carbamate.",train,0,1
"4-chloro-n-diethoxyphosphoryl-1-(3-nitropyridin-4-yl)piperidin-3-amine reacts in the presence of ethyl acetate, palladium to produce 4-[4-chloro-3-(diethoxyphosphorylamino)piperidin-1-yl]pyridin-3-amine.",train,0,1
"(2s)-2-(9h-fluoren-9-ylmethoxycarbonylamino)-6-[(4-nitrophenyl)sulfonylamino]hexanoic acid reacts in the presence of ethyl acetate, palladium to produce (2s)-6-[(4-aminophenyl)sulfonylamino]-2-(9h-fluoren-9-ylmethoxycarbonylamino)hexanoic acid.",train,0,1
"Tert-butyl 4-(3-methoxy-4-nitrophenyl)-3,6-dihydro-2h-pyridine-1-carboxylate reacts in the presence of ethanol, ethyl acetate, palladium to produce tert-butyl 4-(4-amino-3-methoxyphenyl)piperidine-1-carboxylate.",train,0,1
Magnesium;ethene;bromide and 2-bromo-1-methoxy-4-nitrobenzene react together in the presence of oxolane to produce 4-bromo-5-methoxy-1h-indole.,train,1,0
"4-nitro-1,2-dioctoxybenzene and molecular hydrogen react together in the presence of ethyl acetate, palladium to produce 3,4-dioctoxyaniline.",train,0,1
"4-bromo-n-(2-methyl-1-morpholin-4-ylpropan-2-yl)-2-nitroaniline and molecular hydrogen react together in the presence of ethyl acetate to produce 4-bromo-1-n-(2-methyl-1-morpholin-4-ylpropan-2-yl)benzene-1,2-diamine.",train,0,1
"4-[2-(3-nitrophenoxy)ethyl]morpholine and molecular hydrogen react together in the presence of ethyl acetate, palladium to produce 3-(2-morpholin-4-ylethoxy)aniline.",train,0,1
"Ethanol and n-tert-butyl-2-[4-[[3-butyl-1-[5-nitro-2-(trifluoromethyl)phenyl]-5-oxo-1,2,4-triazol-4-yl]methyl]-3-fluorophenyl]benzenesulfonamide react together in the presence of ethyl acetate to produce 2-[4-[[1-[5-amino-2-(trifluoromethyl)phenyl]-3-butyl-5-oxo-1,2,4-triazol-4-yl]methyl]-3-fluorophenyl]-n-tert-butylbenzenesulfonamide.",train,0,1
"N,n-diethylethanamine and tert-butyl n-[4,4-difluoro-1-(3-nitropyridin-4-yl)piperidin-3-yl]carbamate react together in the presence of ethanol, ethyl acetate to produce tert-butyl n-[1-(3-aminopyridin-4-yl)-4,4-difluoropiperidin-3-yl]carbamate.",train,0,1
