reaction,split,high_yielding,not_high_yielding
ClCc1ccn2ccnc2n1.c1nc[nH]n1>CN(C)C=O.Cl.O=C([O-])[O-].[H-].[K+].[Na+].[Na].c1c[nH]nn1>c1cn2ccc(Cn3cncn3)nc2n1,train,0,1
Br.Cc1cc(F)c(N)cc1[N+](=O)[O-]>O.O=N[O-].[Cu]Br.[Na+]>Cc1cc(F)c(Br)cc1[N+](=O)[O-],train,0,1
Cc1cc2c(CC(=O)O)cccc2n1C(=O)OC(C)(C)C>CO.O.[Na+].[OH-]>Cc1cc2c(CC(=O)O)cccc2[nH]1,train,1,0
c1ccc(C[n+]2ccc(OCC3CCOCC3)cc2)cc1>CC(C)=O.CO.[BH4-].[Br-].[Na+]>C1CC(OCC2CCOCC2)CCN1,train,1,0
CCCCCCC(=O)Cl.CCCCCCCCCCc1ncc(-c2ccc(O)c(F)c2)cn1>CC(C)=O.CO.c1ccncc1>CCCCCCCCCCc1ncc(-c2ccc(OC(=O)CCCCCC)c(F)c2)cn1,train,0,1
Cc1cc2c(cc1-c1cc(C=O)ccc1N(C)C)C(C)(C)CCC2(C)C.O=C1CSC(=O)N1>C1CCNCC1.CC(=O)O.Cc1ccccc1.O>Cc1cc2c(cc1-c1cc(C=C3SC(=O)NC3=O)ccc1N(C)C)C(C)(C)CCC2(C)C,train,0,1
CC(C)Oc1ccc(S(C)(=O)=O)cc1C(=O)O.N#Cc1cnc(N2CCNCC2)s1>>CC(C)Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ncc(C#N)s2)CC1,train,0,1
COc1cc(Cl)c(C(F)(F)F)cc1[N+](=O)[O-]>CC(=O)O.[Fe]>COc1cc(Cl)c(C(F)(F)F)cc1N,train,0,1
CC(=O)N[C@@H]1C[C@H](NC(C)(C)C)CC[C@@H]1N1CC[C@H](NC(=O)OCc2ccccc2)C1=O>CO.[Pd]>CC(=O)N[C@@H]1C[C@H](NC(C)(C)C)CC[C@@H]1N1CC[C@H](N)C1=O,train,1,0
CCCc1nc(CC)n(-c2ccc(OC3CCC(O)C3)cc2)c(=O)c1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1>CC(=O)OI1(OC(C)=O)(OC(C)=O)OC(=O)c2ccccc21.CCOC(C)=O.ClCCl>CCCc1nc(CC)n(-c2ccc(OC3CCC(=O)C3)cc2)c(=O)c1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,train,0,1
CCN(CC)CC.COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1O[C@@H]1CCN(C)[C@H](C(=O)O)C1>CCN(C(C)C)C(C)C.CN.CN(C)C(On1nnc2cccnc21)=[N+](C)C.CN(C)C=O.Cl.F[P-](F)(F)(F)(F)F>CNC(=O)[C@@H]1C[C@H](Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CCN1C,train,0,1
COc1ccc2[nH]cc(C[C@H](C)N)c2c1.c1cc2nnnn2cc1[C@@H]1CO1>CO>COc1ccc2[nH]cc(C[C@H](C)NC[C@H](O)c3ccc4nnnn4c3)c2c1,train,0,1
C=C(c1cc(Cl)cc(Cl)c1)C(F)(F)F.Cc1cc(C=NO)ccc1C(=O)OC(C)(C)C>CCN(CC)CC.CCOC(C)=O.CN(C)C=O.O.O=C1CCC(=O)N1Cl>Cc1cc(C2=NOC(c3cc(Cl)cc(Cl)c3)(C(F)(F)F)C2)ccc1C(=O)OC(C)(C)C,train,0,1
COCCl.C[C@](O)(CO)Cn1cc([N+](=O)[O-])nc1Cl>CCN(C(C)C)C(C)C.ClCCl>COCOC[C@](C)(O)Cn1cc([N+](=O)[O-])nc1Cl,train,0,1
CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CC(C)(C)[Si](C)(C)O[C@@H](CNCCCC#Cc1ccc(NC(=O)C(F)(F)F)cc1)c1ccc(O)c2[nH]c(=O)ccc12>CCN(CC)CC.ClCCl.O=C([O-])[O-].[K+]>CC(C)(C)OC(=O)N(CCCC#Cc1ccc(N)cc1)C[C@H](O[Si](C)(C)C(C)(C)C)c1ccc(O)c2[nH]c(=O)ccc12,train,0,1
Cc1nccc(Cl)n1.O=C(C1CCN(S(=O)(=O)c2ccc(Br)cc2)CC1)N1CCNCC1>CCN(CC)CC.CCO>Cc1nccc(N2CCN(C(=O)C3CCN(S(=O)(=O)c4ccc(Br)cc4)CC3)CC2)n1,train,0,1
COc1cccc(CCNC(C)=O)c1>Cc1ccccc1.O=P(Cl)(Cl)Cl>COc1ccc2c(c1)CCN=C2C,train,0,1
CC(=O)Cl.COc1cc2c(ccn2S(=O)(=O)c2ccccc2)cc1OCCN>CCN(CC)CC.CN(C)c1ccncc1.ClCCl>COc1cc2c(ccn2S(=O)(=O)c2ccccc2)cc1OCCNC(C)=O,train,0,1
NCc1ccc2c(c1)CN(C1CCC(=O)NC1=O)C2=O.O=C=Nc1cc(C(F)(F)F)ccc1Cl>CC#N.Cl>O=C1CCC(N2Cc3cc(CNC(=O)Nc4cc(C(F)(F)F)ccc4Cl)ccc3C2=O)C(=O)N1,train,0,1
CCOC(=O)C(F)(F)c1ccccn1>CO.[BH4-].[Na+]>OCC(F)(F)c1ccccn1,train,1,0
O=C(Cl)c1ccccc1Cl.O=C(O)c1csc(Nc2ccc(OC(F)(F)F)cc2)n1>C1CCOC1.O=C([O-])[O-].[K+]>O=C(O)c1csc(N(C(=O)c2ccccc2Cl)c2ccc(OC(F)(F)F)cc2)n1,train,1,0
CC(C)=CCCn1c(Br)nc2c(N)ncnc21.COc1ccc(I)c(S)c1>CN(C)C=O.[H-].[Na+]>COc1ccc(I)c(Sc2nc3c(N)ncnc3n2CCC=C(C)C)c1,train,0,1
CO[C@@H]1O[C@H](CO)[C@H]2OC(C)(C)O[C@@H]12.N#Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-]>>CO[C@@H]1O[C@H](COc2cccc([N+](=O)[O-])c2C#N)[C@H]2OC(C)(C)O[C@@H]12,train,1,0
CCOC(=O)C(C)(C)Br.Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C)c4C4CCCNC4)cc2OCC3)n(C(C)C)n1>CC#N.O>CCOC(=O)C(C)(C)N1CCCC(c2c(-c3ccc4c(c3)OCCn3cc(-c5nc(C)nn5C(C)C)nc3-4)cnn2C)C1,train,0,1
CNCCN(C)C.Cc1ccc(C(=O)Nc2ccc(F)cc2)cc1-c1nc(S(C)=O)nc2c1ccc(=O)n2-c1c(F)cccc1F>ClCCl>Cc1ccc(C(=O)Nc2ccc(F)cc2)cc1-c1nc(N(C)CCN(C)C)nc2c1ccc(=O)n2-c1c(F)cccc1F,train,0,1
C#CCBr.CC(=O)CC(C)=O>CC(C)=O.O=C([O-])[O-].[K+]>C#CCC(C(C)=O)C(C)=O,train,1,0
CCOC(=O)CBr.Cc1ccc(C(=O)NCC(=O)c2ccco2)cc1>[H-].[Na+]>CCOC(=O)CC(NC(=O)c1ccc(C)cc1)C(=O)c1ccco1,train,1,0
CCOC(=O)CC(=O)C(F)(F)F.COC(=O)Cc1ccc(N)cc1>Cc1ccc(S(=O)(=O)O)cc1.c1ccccc1>COC(=O)C=C(Nc1ccc(CC(=O)OC)cc1)C(F)(F)F,train,0,1
COC(=O)CCCCC(=O)OC(C)(C)C>CO.O.[Li+].[OH-]>CC(C)(C)OC(=O)CCCCC(=O)O,train,1,0
Cc1ccc(N)cc1CC(=O)N1CCC(c2c[nH]c3c(Cl)cccc23)CC1>C1CCOC1.[Al+3].[H-].[Li+]>Cc1ccc(N)cc1CCN1CCC(c2c[nH]c3c(Cl)cccc23)CC1,train,1,0
CON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(=N)n1O.Cn1nnnc1S>CO.Cl.ClC(Cl)Cl.O.O=C([O-])O.O=CO.[Na+].[Na]>CON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(=N)n1O,train,1,0
Cc1cc(Cl)nc2cc3c(cc12)OC(C)(C)C=C3.O=S([O-])([O-])=S>CCOC(C)=O.Cn1ccnc1.[Na+].[O-]Cl>Cc1cc(Cl)nc2cc3c(cc12)OC(C)(C)[C@H]1O[C@@H]31,train,1,0
CC1(C)OB(c2ccc3c(c2)OCCN3[C@H]2CC[C@H](O)CC2)OC1(C)C.CCCCn1ccc(OS(=O)(=O)C(F)(F)F)c(Cl)c1=O>C1COCCO1.O=C([O-])O.[Na+].c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1>CCCCn1ccc(-c2ccc3c(c2)OCCN3C2CCC(=O)CC2)c(Cl)c1=O,train,0,1
COCOc1cccc2c1CCC2=O.[BH3-]C#N>CC(=O)O.CCO.CN.O.[Na+]>CNC1CCc2c(OCOC)cccc21,train,0,1
Cc1ccc(-c2nc3c(C(=O)O)cccc3o2)s1.N[C@@H]1CN2CCC1CC2>CCN(CC)CC.CCN=C=NCCCN(C)C.CN(C)C=O.Cl.ClCCl.On1nnc2ccccc21>Cc1ccc(-c2nc3c(C(=O)N[C@@H]4CN5CCC4CC5)cccc3o2)s1,train,0,1
CNC(=O)c1c(-c2ccc(Oc3ccc(F)cc3)nc2)oc2cc(N)c(Br)cc12.CS(=O)(=O)Cl>CN(C)c1ccncc1.c1ccncc1>CNC(=O)c1c(-c2ccc(Oc3ccc(F)cc3)nc2)oc2cc(NS(C)(=O)=O)c(Br)cc12,train,1,0
C=CCOC(=O)Cc1ccc(-c2ccc(O)c(F)c2)cc1.COCOc1c(C(F)(F)F)ccc(CO)c1C(OC)OC>>C=CCOC(=O)Cc1ccc(-c2ccc(OCc3ccc(C(F)(F)F)c(OCOC)c3C(OC)OC)c(F)c2)cc1,train,1,0
CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C.Nc1cc(Br)ccn1>C1COCCO1.CC(=O)[O-].[K+]>CC1(C)OB(c2ccnc(N)c2)OC1(C)C,train,1,0
CC(C)(C)[O-].CCC1NC(c2cc(Cl)nc(Cl)c2)=NC(=O)C1C(=O)OC>CCI.CN(C)C=O.[K+]>CCC1NC(c2cc(Cl)nc(Cl)c2)=NC(=O)C1(CC)C(=O)OC,train,1,0
CC(C)(C#N)c1ccc(Cl)cc1.O>CC(C)C[Al+]CC(C)C.CCCCCC.CCOCC.Cl.[H-]>CC(C)(C=O)c1ccc(Cl)cc1,train,1,0
COc1cc2cc(c1Cl)N(C)C(=O)CC(O)C1(C)OC1C(C)C1CC(O)(NC(=O)O1)C(OC)C=CC=C(C)C2.CSSCCC(=O)N(C)[C@@H](C)C(=O)O>C(=NC1CCCCC1)=NC1CCCCC1.ClCCl.[Cl-].[Zn+2]>COc1cc2cc(c1Cl)N(C)C(=O)C[C@H](OC(=O)[C@H](C)N(C)C(C)=O)[C@]1(C)O[C@H]1[C@H](C)[C@@H]1C[C@@](O)(NC(=O)O1)[C@H](OC)C=CC=C(C)C2,train,0,1
CS(=O)(=O)Cl.Nc1cnccc1OCc1ccccc1>CCN(CC)CC.CCOC(C)=O.ClCCl.O.[Li]O>CS(=O)(=O)Nc1cnccc1OCc1ccccc1,train,0,1
CC(CO)CC1CCCC(C)C1>CC(=O)OI1(OC(C)=O)(OC(C)=O)OC(=O)c2ccccc21.CCOCC.ClCCl.O>CC(C=O)CC1CCCC(C)C1,train,0,1
COC(F)(F)C(F)=CCBr.O=S(=O)(O)O>CCCCC>COC(=O)/C(F)=C/CBr,train,0,1
CC(O)CN.COc1cccc2c1CC(CC=O)C2=O>Cc1ccc(S(=O)(=O)O)cc1.Cc1ccccc1.O>COc1cccc2c1Cc1ccn(CC(C)O)c1-2,train,0,1
COC(=O)c1c(CBr)noc1C(C)C.OC1CCCC1>C1CCOC1.[H-].[Na+]>CC(C)c1onc(COC2CCCC2)c1C(=O)OC1CCCC1,train,0,1
CC(C)(C)OC(=O)N1CCC(=O)CC1.C[S+](C)(C)=O>CS(C)=O.O.[H-].[I-].[Na+]>CC(C)(C)OC(=O)N1CCC2(CC1)CO2,train,1,0
CC(C)(C)OC(=O)Nc1cnc2c(c1)cc(C(=O)CC1CCCC1)n2S(=O)(=O)c1ccccc1.Cc1ccc(S(=O)(=O)OS(=O)(=O)c2ccc(C)cc2)cc1>C1CCOC1.C[Si](C)(C)[N-][Si](C)(C)C.[Li+]>Cc1ccc(S(=O)(=O)OC(=CC2CCCC2)c2cc3cc(NC(=O)OC(C)(C)C)cnc3n2S(=O)(=O)c2ccccc2)cc1,train,0,1
CC1CC(C(=O)NC(CCCc2ccccc2)CCCc2ccccc2)CCN1C(=O)OC(C)(C)C>ClCCl.O=C(O)C(F)(F)F>CN1CCC(C(=O)NC(CCCc2ccccc2)CCCc2ccccc2)CC1,train,1,0
CCOC(=O)C=C(OCC)OCC.Nc1ccccc1N>CC(=O)O>CCOC1=Nc2ccccc2NC(=O)C1,train,0,1
COc1cc(C)c(OC)c(OC)c1OC.O=C(O)C(F)(F)F>C1N2CN3CN1CN(C2)C3>COc1c(C)c(C=O)c(OC)c(OC)c1OC,train,1,0
CC(C)(C)OC(=O)N1CC(O)C1.Clc1ccnc(Cl)n1>CCOC(C)=O.CN(C)C=O.O=C([O-])[O-].[Cs+]>CC(C)(C)OC(=O)N1CC(Oc2ccnc(Cl)n2)C1,train,1,0
CCOC(=O)CC(c1cc(Cl)ncn1)C1CC1.COc1ccc(F)c(-c2cnc(CO)nc2OCC(C)C)c1>C1CCOC1.Cl.[H-].[Na+]>CCOC(=O)CC(c1cc(OCc2ncc(-c3cc(OC)ccc3F)c(OCC(C)C)n2)ncn1)C1CC1,train,0,1
COC(=O)C(NC(=O)c1cc(-c2ccc(N)cc2)no1)C(C)C.O=C(O)[C@H](O)c1ccccc1>C(=NC1CCCCC1)=NC1CCCCC1.On1nnc2ccccc21>COC(=O)C(NC(=O)c1cc(-c2ccc(NC(=O)[C@H](O)c3ccccc3)cc2)no1)C(C)C,train,0,1
COC(=O)c1ccc(CC(=O)Nc2cc(F)c(Cl)cc2N)cc1>CC(=O)O>COC(=O)c1ccc(Cc2nc3cc(Cl)c(F)cc3[nH]2)cc1,train,1,0
CC(=O)c1cc(Cl)c2cccnc2c1OS(=O)(=O)C(F)(F)F.OCC1CCNCC1>C1CCOC1.CC(=O)[O-].ClCCl.O=C([O-])[O-].[Cs+].[Pd+2]>CC(=O)c1cc(Cl)c2cccnc2c1N1CCC(CO)CC1,train,0,1
FC(CI)CCc1cccc(Br)c1>C1CCC2=NCCCN2CC1.CCOC(C)=O.ClCCl>C=C(F)CCc1cccc(Br)c1,train,1,0
COc1cc(C(F)(F)F)ccc1-c1ccnc2cc(SCc3ccccc3)ncc12.O=S(=O)(Cl)Cl>CC(=O)O.ClCCl.O>COc1cc(C(F)(F)F)ccc1-c1ccnc2cc(S(=O)(=O)Cl)ncc12,train,1,0
O=C(O)CCCCNCc1ccc([N+](=O)[O-])cc1.[BH3-]C#N>C=O.O.[Na+]>CN(CCCCC(=O)O)Cc1ccc([N+](=O)[O-])cc1,train,1,0
COC(=O)CC[C@H](N)C(=O)OC.O=C(O)c1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)c(I)n1>C1CCOC1.CN1CCOCC1.COc1nc(Cl)nc(OC)n1.Cl>COC(=O)CC[C@H](NC(=O)c1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)c(I)n1)C(=O)OC,train,1,0
C=Cc1ccccc1.CCO[SiH](OCC)OCC>Cc1ccccc1C>CCO[Si](CCc1ccccc1)(OCC)OCC,train,0,1
Cn1nc(Cl)ccc1=O.OC1CCNCC1>CCN(C(C)C)C(C)C.O>Cn1nc(N2CCC(O)CC2)ccc1=O,train,1,0
Cc1cc([N+](=O)[O-])cc(Cl)c1N.O=C(Cl)CC1CCCC1>CC#N>Cc1cc([N+](=O)[O-])cc(Cl)c1NC(=O)CC1CCCC1,train,0,1
CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.Ic1cccc2c3c([nH]c12)CCNC3>C1CCOC1.CCOC(C)=O.O.O=C([O-])[O-].[Na+]>CC(C)(C)OC(=O)N1CCc2[nH]c3c(I)cccc3c2C1,train,1,0
CS(=O)(=O)[C@H]1NC(=O)[C@H]1NC(c1ccccc1)(c1ccccc1)c1ccccc1.[C-]#N>ClC(Cl)(Cl)Cl.O.[Cl-].[K+]>N#CC1NC(=O)[C@H]1NC(c1ccccc1)(c1ccccc1)c1ccccc1,train,1,0
O=C(O)c1ccc(Cc2nc3ccccc3[nH]2)cc1.OC1CCNC1>CCN(C(C)C)C(C)C.CCN=C=NCCCN(C)C.Cl.ClCCl.O.On1nnc2ccccc21>O=C(c1ccc(Cc2nc3ccccc3[nH]2)cc1)N1CCC(O)C1,train,0,1
CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.Cc1cc(C)c(NN)c(C)c1>C1CCOC1.Cl.O=C([O-])O.O=C([O-])[O-].[K+].[Na+]>Cc1cc(C)c(NNC(=O)OC(C)(C)C)c(C)c1,train,0,1
CC(C)Br.COc1ccc(CC#N)cc1>O>COc1ccc(C(C#N)C(C)C)cc1,train,1,0
COC(=O)c1cc(Br)c2oc(N3CCOCC3)cc(=O)c2c1>C1CCOC1.CO.Cl.O.[Na+].[OH-]>O=C(O)c1cc(Br)c2oc(N3CCOCC3)cc(=O)c2c1,train,1,0
COC(=O)C[C@H]1[C@H](C)C(C(F)(F)F)=NN1c1ccc(O)cc1.COc1cc(N2CC[C@@H](Oc3ccc(N4N=C(C(F)(F)F)[C@@H](C)[C@@H]4CC(=O)[O-])cc3)[C@H](C)C2)c(Cl)cn1>CCCCP(CCCC)CCCC.COc1cc(N2CC[C@H](O)[C@H](C)C2)c(Cl)cn1.Cc1ccccc1.O=C(/N=N/C(=O)N1CCCCC1)N1CCCCC1>COC(=O)C[C@H]1[C@H](C)C(C(F)(F)F)=NN1c1ccc(O[C@@H]2CCN(c3cc(OC)ncc3Cl)C[C@H]2C)cc1,train,0,1
CC(C)(C)OC(=O)N1CCC(=O)CC1.COC(Cc1ccc(Cl)cc1N)OC>CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.[Na+]>COC(Cc1ccc(Cl)cc1NC1CCN(C(=O)OC(C)(C)C)CC1)OC,train,1,0
COc1ccc(-c2nc(N)sc2Cc2ccccc2)cc1.COc1ccc(C(=O)Cl)cc1>>COc1ccc(C(=O)Nc2nc(-c3ccc(OC)cc3)c(Cc3ccccc3)s2)cc1,train,0,1
COC(=O)C1=CC2(CCCCC2)CCC1>C1CCOC1.CC(C)C[Al+]CC(C)C.CO.Cc1ccccc1.Cl.O.[Cl-].[H-].[Na+]>OCC1=CC2(CCCCC2)CCC1,train,1,0
CNC(=O)[C@@H](CC(=O)OC(C)(C)C)NC(=O)OCC1c2ccccc2-c2ccccc21>C1CCNCC1.ClCCl>CNC(=O)[C@H](N)CC(=O)OC(C)(C)C,train,1,0
O=C(Cl)CCCCl.O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1>ClC(Cl)Cl.ClCCl.c1ccncc1>O=C(CCCCl)N1C(=O)CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc21,train,0,1
O=C(O)C(=O)Cc1ccc(O)cc1>CO.[H][H].[Pd]>O=C(O)C(O)Cc1ccc(O)cc1,train,1,0
Cc1ccc(S(=O)(=O)Cl)cc1.OCCOc1ccc(Oc2cc(F)cc(F)c2)cc1>CCO.CCOCC.c1ccncc1>Cc1ccc(S(=O)(=O)OCCOc2ccc(Oc3cc(F)cc(F)c3)cc2)cc1,train,1,0
CC(C)(N)c1ccccc1.CN1CCN(c2ccc(C(=O)Nc3n[nH]c4sc(C(=O)O)cc34)cc2)CC1>CCN(C(C)C)C(C)C.CCOC(=O)Cl.CN(C)C=O.ClCCl>CN1CCN(c2ccc(C(=O)Nc3n[nH]c4sc(C(=O)NC(C)(C)c5ccccc5)cc34)cc2)CC1,train,0,1
COc1ccc(C=O)cc1.Nc1ncc(Br)c(N2CCN(Cc3cccc4c3OCO4)CC2)c1[N+](=O)[O-]>CCO.CN(C)C=O.CN(C)c1ccc(-c2nc3c(N4CCN(C(=O)Nc5ccccc5)CC4)c(Br)cnc3[nH]2)cc1.O=S([O-])S(=O)[O-].[Na+]>COc1ccc(-c2nc3c(N4CCN(Cc5cccc6c5OCO6)CC4)c(Br)cnc3[nH]2)cc1,train,0,1
COC(=O)c1cccc(C)c1.Cc1ccc(CNC(=O)c2ccccc2C)cc1>C1CCOC1.CC(C)NC(C)C.CC(C)[N-]C(C)C.CCCCCC.[Li+].[Li]CCCC>Cc1ccc(Cn2c(-c3cccc(C)c3)cc3ccccc3c2=O)cc1,train,0,1
CN(C)CC1CCN(Cc2ccccc2)C1>CO.[H][H].[Pd]>CN(C)CC1CCNC1,train,1,0
COC(=O)CCc1ccc(NCc2cccc(-c3c(C)cccc3C)c2)cc1>C1CCOC1.CO.O.O=C(O)CC(O)(CC(=O)O)C(=O)O.[Na+].[OH-]>Cc1cccc(C)c1-c1cccc(CNc2ccc(CCC(=O)O)cc2)c1,train,0,1
ClCc1ccccc1.Cl[SiH](Cl)Cl>>Cl[Si](Cl)(Cl)Cc1ccccc1,train,1,0
CC#CCOc1cc(Cl)ncn1.Oc1ccccc1F>CN(C)C=O.O=C([O-])[O-].[Cl-].[K+].[NH4+]>CC#CCOc1cc(Oc2ccccc2F)ncn1,train,1,0
CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CCCN(CCC)CCCCNCc1ccc(CN2C(=O)c3ccccc3C2=O)cc1>ClC(Cl)Cl>CCCN(CCC)CCCCN(Cc1ccc(CN2C(=O)c3ccccc3C2=O)cc1)C(=O)OC(C)(C)C,train,1,0
O=C1CN2CCC1CC2.[C-]#N>Cl.O.[Na+]>N#CC1(O)CN2CCC1CC2,train,1,0
CC(C)(C)OC(=O)N[C@@H](CO)C(=O)O.Cc1ccc([N+](=O)[O-])c(F)c1>CN(C)C=O.O=S(=O)([O-])O.[H-].[K+].[Na+]>Cc1ccc([N+](=O)[O-])c(OC[C@H](NC(=O)OC(C)(C)C)C(=O)O)c1,train,1,0
CC[Si](C#Cc1ccc2nc(-n3ccnc3)nc(NCCOC)c2c1)(CC)CC>C1CCOC1.CCCC[N+](CCCC)(CCCC)CCCC.[F-]>C#Cc1ccc2nc(-n3ccnc3)nc(NCCOC)c2c1,train,1,0
CCOC(=O)CN(CCOC(C)=O)c1ccc(F)cc1>C1CCOC1.O.[BH4-].[Li+]>OCCN(CCO)c1ccc(F)cc1,train,1,0
CC(C)(C)NC(=S)N[C@H](CO)CC1CCCCC1>CO.Cl>NC1=N[C@@H](CC2CCCCC2)CS1,train,0,1
CCn1c(Nc2nc3ccc(OC(F)(F)F)cc3s2)nc2cc(C(=O)O)ccc21.CN(C)C(=O)CN>CCN(C(C)C)C(C)C.CN(C)C(On1nnc2ccccc21)=[N+](C)C.CN(C)C=O.F[P-](F)(F)(F)(F)F>CCn1c(Nc2nc3ccc(OC(F)(F)F)cc3s2)nc2cc(C(=O)NCC(=O)N(C)C)ccc21,train,0,1
Cc1nn2ccc(OCc3ccccc3)cc2c1-c1nc(-c2ccccc2)c(-c2nnc[nH]2)s1>C.C1CCOC1.CCO.CO.[Pd]>Cc1nn2ccc(O)cc2c1-c1nc(-c2ccccc2)c(-c2nnc[nH]2)s1,train,0,1
C[NH2+][C@H](C)[C@@H](O)c1ccccc1>CCO>CN[C@@H](C)[C@H](O)c1ccccc1,train,1,0
C=CCO[C@@H]1C[C@H](NC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)c2cc(OC)ccc21>COCCOC.O>C=CCO[C@@H]1C[C@H](NC[C@@H](O)[C@@H](N)Cc2ccccc2)c2cc(OC)ccc21,train,0,1
CCCCCCCCN.CCOC(=O)CN(C(CO)C(=O)OC)S(=O)(=O)c1ccc([N+](=O)[O-])cc1>>CCCCCCCCN1CC(C(=O)OC)N(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CC1=O,train,1,0
COc1ccc(Cc2cc(Br)ccc2Cl)cc1>BrB(Br)Br.ClCCl>Oc1ccc(Cc2cc(Br)ccc2Cl)cc1,train,1,0
CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(OCC(=O)O)c(C(C)(C)C)c1>B.C1CCOC1>CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(OCCO)c(C(C)(C)C)c1,train,0,1
CC(C)(C)Cl.OCCn1c2ccccc2c2ccccc21>O.[Al+3].[Cl-]>CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2CCO,train,1,0
CCCCOC(=O)c1nc(Br)c2ccc(S(=O)(=O)c3ccccc3)cc2c1O.N#C[Cu]>>CCCCOC(=O)c1nc(C#N)c2ccc(S(=O)(=O)c3ccccc3)cc2c1O,train,0,1
COC(=O)c1c(C)cc(C(=O)OC(C)(C)C)c(C)c1N.ICI>C1CCOC1.CC(C)CCON=O.[Cu]I>COC(=O)c1c(C)cc(C(=O)OC(C)(C)C)c(C)c1I,train,0,1
Cn1c(=O)n(CCOC2CCCCO2)c(=O)c2c1nc(OCCCOc1cccc(OC(F)(F)F)c1)n2Cc1ccc(Cl)cc1>CC(=O)Cl.CCO>Cn1c(=O)n(CCO)c(=O)c2c1nc(OCCCOc1cccc(OC(F)(F)F)c1)n2Cc1ccc(Cl)cc1,train,0,1
NCC(O)c1ccccc1.O=C(O)c1ccc(NC(=O)c2ccccc2Cl)cc1>CCN(CC)CC.CCN=C=N.CCOC(C)=O.CN(C)C=O.Cl.O.On1nnc2ccccc21>O=C(NCC(O)c1ccccc1)c1ccc(NC(=O)c2ccccc2Cl)cc1,train,1,0
CC(C)=Cc1cccc([N+](=O)[O-])c1C#N>CCO.Cl.[Fe]>CC(C)=Cc1cccc(N)c1C#N,train,1,0
CS(=O)(=O)c1nc(N)c(C#N)s1.NCCO>CS(C)=O>N#Cc1sc(NCCO)nc1N,train,0,1
COC(=O)COc1ncccc1Oc1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)c(F)cc1Cl.O=C([O-])[O-]>CCO.[Na+]>CCOC(=O)COc1ncccc1Oc1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)c(F)cc1Cl,train,1,0
Nc1cc(-c2cccnc2F)ncn1.O=c1ccccn1C(=S)n1ccccc1=O>CN(C)C=O.[H-].[Na+]>Fc1ncccc1-c1cc(N=C=S)ncn1,train,0,1
CO.O=C(O)Cc1ccc(F)c(C(F)(F)F)c1>O=S(=O)(O)O>COC(=O)Cc1ccc(F)c(C(F)(F)F)c1,train,1,0
C=CCOc1ccc(CC(=O)NC(CCl)C(=O)O)cc1.COC(=O)C(C)N>C(=NC1CCCCC1)=NC1CCCCC1.C1CCOC1.CCN(CC)CC.Cl.ClCCl>C=CCOc1ccc(CC(=O)NC(CCl)C(=O)NC(C)C(=O)OC)cc1,train,0,1
N#Cc1c(Cl)cc(-c2ccc(N)cc2)nc1-c1ccc(Oc2ccccc2)cc1.O=C(Cl)c1ccccc1>CCN(C(C)C)C(C)C.ClCCl>N#Cc1c(Cl)cc(-c2ccc(NC(=O)c3ccccc3)cc2)nc1-c1ccc(Oc2ccccc2)cc1,train,1,0
