reaction,split,high_yielding,not_high_yielding
C=[CH]OC(=O)[CH2][CH2][CH3].O=C1[CH]=[CH]C(=O)O1>CCO>C=[CH]OC(=O)[CH2][CH2][CH3].[CH3][CH2]OC(=O)/C=C\C(=O)[O-],train,0,1
S.[CH3]O[Si]([CH2][CH2][CH2]Cl)(O[CH3])O[CH3]>CO>[CH3]O[Si]([CH2][CH2][CH2][SH])(O[CH3])O[CH3],train,1,0
N.[CH3]C1([CH3])[CH2]C(=O)[CH2]C([CH3])(C#N)[CH2]1>CO>[CH3]C1([CH3])[CH2][CH]([NH2])[CH2]C([CH3])([CH2][NH2])[CH2]1,train,1,0
[CH3]OC(=O)[CH]=O.[CH3][CH]=[CH]C([CH3])=[CH]O[CH3]>OC(=O)[O-].[Na+]>[CH3]OC(=O)[CH]1O[CH](O[CH3])C([CH3])=[CH][CH]1[CH3],train,0,1
[CH3]N([CH3])[CH2][CH2]N1C(=O)C2=[CH]C([NH2])=C([NH2])[CH]=C2C1=O.[CH3]OC1=C([CH]=O)C(O[CH]([CH3])[CH2]C2=[CH][CH]=[CH][CH]=[CH]2)=[CH][CH]=N1>CC(O)=O.CO>[CH3]OC1=N[CH]=[CH]C(O[CH]([CH3])[CH2]C2=[CH][CH]=[CH][CH]=[CH]2)=C1C1=NC2=[CH]C3=C([CH]=C2[NH]1)C(=O)N([CH2][CH2]N([CH3])[CH3])C3=O,train,0,1
CO[CH]1[CH2][CH2][CH](OC)O1.[NH2]C1=[CH]C([N+](=O)[O-])=[CH]C([N+](=O)[O-])=[CH]1>CC(O)=O>O=[N+]([O-])C1=[CH]C(N2[CH]=[CH][CH]=[CH]2)=[CH]C([N+](=O)[O-])=[CH]1,train,0,1
CCOC(=O)[CH]1[CH2][CH]2[CH2][CH2][CH2][CH]([CH2]1)[NH]2.[CH3][CH2]OC(=O)[CH2]Br>CCO>[CH3][CH2]OC(=O)[CH2]N1[CH]2[CH2][CH2][CH2][CH]1[CH](C(=O)O[CH2][CH3])[CH2][CH2]2,train,1,0
CC[C@@]12CCCN3CCC4=C([C@@H]31)N(C(C(=O)OC)=C2)C1=C4C=CC=C1.COC(=O)[C@@]1(O)[CH2][C@]2([CH2][CH3])[CH2][CH2][CH2]N3[CH2][CH2]C4=C([C@@H]32)N1C1=C4[CH]=[CH][CH]=[CH]1>O>[CH3][CH2][C@]12[CH]=C(C(=O)[OH])N3C4=[CH][CH]=[CH][CH]=C4C4=C3[C@H]1N([CH2][CH2][CH2]2)[CH2][CH2]4,train,0,1
OC(=O)C1=C([NH]C(=O)[NH][CH2][CH2][CH2]Cl)C(Cl)=[CH][CH]=[CH]1>O>O=C1C2=[CH][CH]=[CH]C(Cl)=C2N=C2O[CH2][CH2][CH2]N12,train,0,1
Cl.OC(=O)C1=C(F)C2=C([CH2]S[CH2]2)S1>O=C1C=CC2=CC=CC=C2N1>FC1=[CH]SC2=C1[CH2]S[CH2]2,train,1,0
COC(=O)C1=C(N([CH3])[CH3])[CH]=[CH][CH]=[CH]1.N>CO.O>[CH3]N([CH3])C1=C(C([NH2])=O)[CH]=[CH][CH]=[CH]1,train,0,1
[CH3]C1=[CH]C(N2[CH2][CH2][CH]([CH2][CH2]N(CC3=CC=CC=C3)CC3=CC=CC=C3)[CH2][CH2]2)=NC([CH3])=N1>CO.[OH-].[OH-].[Pd+2]>[CH3]C1=[CH]C(N2[CH2][CH2][CH]([CH2][CH2][NH2])[CH2][CH2]2)=NC([CH3])=N1,train,0,1
[CH3]O[CH2]C1=[CH][CH]=[CH]C(C2=[CH][CH]=C(C([CH3])([CH3])C(O)=O)[CH]=[CH]2)=[CH]1.[CH3][CH2][C@H]([NH2])[CH2][OH]>>[CH3][CH2][C@@H]([CH2][OH])[NH]C(=O)C([CH3])([CH3])C1=[CH][CH]=C(C2=[CH]C([CH2]O[CH3])=[CH][CH]=[CH]2)[CH]=[CH]1,train,0,1
O=C1[CH]=[CH]C(=O)O1.[CH3]C([CH3])([CH3])[NH2]>>[CH3]C([CH3])([CH3])[NH]C(=O)/C=C\C(=O)[OH],train,1,0
CC[Zn][CH2][CH3].O=[CH]C1=[CH][CH2][CH2][CH2][CH2]1>>[CH3][CH2][C@H]([OH])C1=[CH][CH2][CH2][CH2][CH2]1,train,1,0
[CH3]OC1=C([OH])[CH]=[CH]C([OH])=[CH]1.[CH3][OH]>>[CH3]OC1=[CH]C2=C([CH]=C1[OH])C([CH3])=C([CH2][CH2][OH])C(=O)O2,train,0,1
O=C1CCC(=O)N1Cl.[NH2]C1=NC(C2=[CH][CH]=[CH][CH]=[CH]2)=[CH]C([OH])=N1>CC(O)=O>[NH2]C1=NC(C2=[CH][CH]=[CH][CH]=[CH]2)=C(Cl)C([OH])=N1,train,0,1
O=[N+]([O-])C1=[CH]C(Br)=[CH]C([N+](=O)[O-])=[CH]1>CC(O)=O.[Fe]>[NH2]C1=[CH]C(Br)=[CH]C([N+](=O)[O-])=[CH]1,train,1,0
OC[C@@H]([OH])[C@@H](O)[C@H](O)C(=O)[CH2]O.[CH3][CH]([CH3])[CH2][CH2][OH]>OS(O)(=O)=O>[CH3]C(=O)[CH2][CH2]C(=O)O[CH2][CH2][CH]([CH3])[CH3],train,0,1
CCCCCCCCCCCCC.O=C1OC(=O)C2=[CH]C(F)=C(F)[CH]=C12>CN1CCCC1=O>O=C([OH])C1=[CH]C(F)=C(F)[CH]=[CH]1,train,1,0
O.[CH3][CH2][CH2][CH](O)C1=[CH][CH]=C([CH3])O1>>[CH3][CH2][CH2][CH]1C(=O)[CH]=[CH]C1([CH3])[OH],train,1,0
[CH3][CH2]OC(=O)/C=C/C1=[CH][CH]=[CH]C2=[CH][CH]=[CH][CH]=C21>C.CCO.[Pd]>[CH3][CH2]OC(=O)[CH2][CH2]C1=[CH][CH]=[CH]C2=[CH][CH]=[CH][CH]=C21,train,1,0
[CH3]C([CH3])([CH3])OC(=O)[CH2][C@H]([NH]C(=O)O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1)C(=O)[OH].[CH3][CH]([CH3])[C@H]([NH2])C(=O)OC([CH3])([CH3])[CH3]>CCCCCC>[CH3][CH]([CH3])[C@H]([NH]C(=O)[C@H]([CH2]C(=O)OC([CH3])([CH3])[CH3])[NH]C(=O)O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1)C(=O)OC([CH3])([CH3])[CH3],train,1,0
CC(Cl)(CC1=C(Cl)C(Cl)=[CH][CH]=[CH]1)C=O.ClN(Cl)C1=CC=CC=C1>CC(O)=O>Cl.[NH2]C1=C(Cl)C(Cl)=[CH][CH]=[CH]1,train,1,0
[CH3]OC1=C([CH]=O)C(Cl)=[CH][CH]=N1.[NH2]C1=C([NH2])[CH]=C2C(=O)[NH]C(=O)C2=[CH]1>CC(O)=O.CO.O>[CH3]OC1=N[CH]=[CH]C(Cl)=C1C1=NC2=[CH]C3=C([CH]=C2[NH]1)C(=O)[NH]C3=O,train,1,0
OC(=O)[CH2][CH]1[CH2][CH2][CH2][CH2]1.[CH3]OC(=O)C1=[CH]C(O[CH3])=C([CH2]N2[CH]=[CH]C3=[CH]C(Br)=C([NH2])[CH]=C32)[CH]=[CH]1>>[CH3]OC(=O)C1=[CH]C(O[CH3])=C([CH2]N2[CH]=[CH]C3=[CH]C(Br)=C([NH]C(=O)[CH2][CH]4[CH2][CH2][CH2][CH2]4)[CH]=C32)[CH]=[CH]1,train,0,1
CC(C)(C)[Si](C)(C)O[CH]([CH2]OC1=C([CH3])[CH]=C(C([CH2][CH3])([CH2][CH3])C2=[CH]C([CH3])=C(S([NH2])(=O)=O)S2)[CH]=[CH]1)C([CH3])([CH3])[CH3].[CH3][CH2]C(O)=O>>[CH3][CH2]C(=O)[NH]S(=O)(=O)C1=C([CH3])[CH]=C(C([CH2][CH3])([CH2][CH3])C2=[CH]C([CH3])=C(O[CH2][CH]([OH])C([CH3])([CH3])[CH3])[CH]=[CH]2)S1,train,0,1
O=P(OCC1=CC=CC=C1)(OCC1=CC=CC=C1)OC1=[CH]C(C2=[CH][CH]=[CH]C3=[CH][CH]=[CH][CH]=C32)=NC2=[CH]C3=C([CH]=C21)O[CH2]O3>CO.[Pd]>O=P([OH])([OH])OC1=[CH]C(C2=[CH][CH]=[CH]C3=[CH][CH]=[CH][CH]=C32)=NC2=[CH]C3=C([CH]=C21)O[CH2]O3,train,1,0
COC1=C(N=O)C(=O)[NH]C1=[CH]C1=[CH][CH]=[CH][CH]=[CH]1.[NH2]C1=[CH][CH]=[CH][CH]=[CH]1>CO>O=NC1=C([NH]C2=[CH][CH]=[CH][CH]=[CH]2)C(=[CH]C2=[CH][CH]=[CH][CH]=[CH]2)[NH]C1=O,train,0,1
Br[CH2]C1=C2[CH]=[CH][CH]=[CH]C2=[CH]C2=[CH][CH]=[CH][CH]=C21.C1CO[CH2][CH2]O1>CO>[CH]1=[CH][CH]=C2C(=[CH]1)[CH]1[CH2]C34C5=[CH][CH]=[CH][CH]=C5[CH]([CH2]C23C2=[CH][CH]=[CH][CH]=C21)C1=[CH][CH]=[CH][CH]=C14,train,0,1
OC[CH]([OH])[CH2]N1C(=O)[CH]([NH]C(=O)C2=[CH]C3=C([NH]2)SC(Cl)=[CH]3)[CH2]C2=[CH][CH]=[CH][CH]=C21.[NH2][CH2][CH]([OH])[CH2][OH]>>O=C([CH2]N1C(=O)[CH]([NH]C(=O)C2=[CH]C3=C([NH]2)SC(Cl)=[CH]3)[CH2]C2=[CH][CH]=[CH][CH]=C21)[NH][CH2][CH]([OH])[CH2][OH],train,0,1
CCN(CC)S(F)(F)F.OC1(C2=[CH][CH]=C3[CH2][NH][CH2]C3=[CH]2)[CH2]O[CH2]1>CC#N.C[N+](=O)[O-]>FC1(C2=[CH][CH]=C3[CH2][NH][CH2]C3=[CH]2)[CH2]O[CH2]1,train,0,1
O=C([CH2]N1[CH]=[CH]N=[CH]1)C1=C([OH])[CH]=[CH]C(F)=[CH]1.[CH3][Mg]Br>>[CH3]C([OH])([CH2]N1[CH]=[CH]N=[CH]1)C1=C([OH])[CH]=[CH]C(F)=[CH]1,train,0,1
BrBr.N#CC1=C(OC2=[CH]N=[CH]C(Cl)=[CH]2)[CH]=[CH]C([NH2])=[CH]1>CC(O)=O>N#CC1=C(OC2=[CH]N=[CH]C(Cl)=[CH]2)[CH]=[CH]C([NH2])=C1Br,train,0,1
Br.O[CH](C1=[CH][CH]=[CH][CH]=[CH]1)C1=[CH][CH]=C2N=[CH][NH]C(=O)C2=[CH]1>CC(O)=O>Br.O=C1[NH][CH]=NC2=[CH][CH]=C([CH](Br)C3=[CH][CH]=[CH][CH]=[CH]3)[CH]=C12,train,1,0
[CH3][CH2]C1=[CH]C(C2=[CH][CH]=C(C(=O)[OH])S2)=C([CH3])[NH]C1=O.[CH3][NH]O[CH3]>>[CH3][CH2]C1=[CH]C(C2=[CH][CH]=C(C(=O)N([CH3])O[CH3])S2)=C([CH3])[NH]C1=O,train,1,0
ClP(Cl)(Cl)(Cl)Cl.OC(=O)[CH2]C1=[CH]SC([NH]C(=O)O[CH2]C(Cl)(Cl)Cl)=N1>ClCCl>Cl.O=C(Cl)[CH2]C1=[CH]SC([NH]C(=O)O[CH2]C(Cl)(Cl)Cl)=N1,train,1,0
[CH3]O[CH2]C(O)=O.[CH3][CH2]C([CH2][CH3])(C1=[CH]C([CH3])=C(O[CH2]C(=O)C([CH3])([CH3])[CH3])[CH]=[CH]1)C1=[CH]C([CH3])=C(S([NH2])(=O)=O)S1>>[CH3][CH2]C([CH2][CH3])(C1=[CH]C([CH3])=C(O[CH2]C(=O)C([CH3])([CH3])[CH3])[CH]=[CH]1)C1=[CH]C([CH3])=C(S(=O)(=O)[NH]C(=O)[CH2]O[CH3])S1,train,1,0
CO[CH]1[CH2][CH2][CH](OC)O1.[CH3]C1=C([N+](=O)[O-])C([NH2])=N[CH]=[CH]1>CC(O)=O>[CH3]C1=C([N+](=O)[O-])C(N2[CH]=[CH][CH]=[CH]2)=N[CH]=[CH]1,train,1,0
[CH3]C([CH3])([CH3])OC(=O)[NH][CH](C(=O)[OH])C1=[CH][CH]=C(C2=[CH][CH]=[CH][CH]=[CH]2)[CH]=[CH]1.[CH3][CH]([CH3])[CH2][NH2]>>[CH3][CH]([CH3])[CH2][NH]C(=O)[CH]([NH]C(=O)OC([CH3])([CH3])[CH3])C1=[CH][CH]=C(C2=[CH][CH]=[CH][CH]=[CH]2)[CH]=[CH]1,train,0,1
CO[CH]1[CH2][CH2][CH](OC)O1.[CH3]C1([CH3])C2=C([CH]=C([NH2])[CH]=[CH]2)S(=O)(=O)N1[CH2][CH2][CH2]N1[CH2][CH2]N(C2=[CH][CH]=[CH]C3=[CH][CH]=[CH][CH]=C32)[CH2][CH2]1>CC(O)=O>[CH3]C1([CH3])C2=C([CH]=C(N3[CH]=[CH][CH]=[CH]3)[CH]=[CH]2)S(=O)(=O)N1[CH2][CH2][CH2]N1[CH2][CH2]N(C2=[CH][CH]=[CH]C3=[CH][CH]=[CH][CH]=C32)[CH2][CH2]1,train,1,0
[CH3][CH]1[CH2][CH2][CH2]C(=O)C12[CH2][CH2][CH2][CH2]2.[CH3][Mg]I>>[CH3][CH]1[CH2][CH2][CH2]C([CH3])([OH])C12[CH2][CH2][CH2][CH2]2,train,1,0
OC(=O)C1=[CH]C2=C(O[CH2]C3=[CH][CH]=[CH][CH]=[CH]3)C(F)=[CH][CH]=C2[NH]1>C1=CC=C(C2=NC=CC=C2)C=C1.[Cu]>FC1=[CH][CH]=C2[NH][CH]=[CH]C2=C1O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,train,0,1
[CH3]C(C#N)(C1=[CH][CH]=C(F)[CH]=[CH]1)C1=C(Cl)[CH]=C(N2N=[CH]C(=O)[NH]C2=O)[CH]=[CH]1>CC(O)=O.[Zn]>[CH3]C(C#N)(C1=[CH][CH]=C(F)[CH]=[CH]1)C1=C(Cl)[CH]=C(N2[NH][CH2]C(=O)[NH]C2=O)[CH]=[CH]1,train,0,1
[CH3]C1=C([CH3])C([NH2])=NO1.[CH3]OC1=C([CH]([CH3])C(=O)[OH])[CH]=[CH]C(OC2=[CH][CH]=NC3=[CH][CH]=C(F)[CH]=C32)=[CH]1>>[CH3]OC1=C([CH]([CH3])C(=O)[NH]C2=NOC([CH3])=C2[CH3])[CH]=[CH]C(OC2=[CH][CH]=NC3=[CH][CH]=C(F)[CH]=C32)=[CH]1,train,0,1
O=[N+]([O-])C1=[CH][CH]=C2C(=[CH]1)[NH][CH2][CH]2[CH2]Cl.[CH3]C(=O)[NH]C1=[CH][CH]=[CH]C(/C=C/C(=O)[OH])=[CH]1>>[CH3]C(=O)[NH]C1=[CH][CH]=[CH]C(/C=C/C(=O)N2[CH2][CH]([CH2]Cl)C3=[CH][CH]=C([N+](=O)[O-])[CH]=C32)=[CH]1,train,1,0
[CH3]S(=O)(=O)C1=[CH]C(C(=O)N2[CH2][CH2]N(C3=[CH][CH]=C(C(F)(F)F)[CH]=[CH]3)[CH2][CH2]2)=C(C2=[CH][CH2][CH2][CH2]2)[CH]=[CH]1>CO.[Pd]>[CH3]S(=O)(=O)C1=[CH]C(C(=O)N2[CH2][CH2]N(C3=[CH][CH]=C(C(F)(F)F)[CH]=[CH]3)[CH2][CH2]2)=C([CH]2[CH2][CH2][CH2][CH2]2)[CH]=[CH]1,train,1,0
CC1(C)O[CH2][CH]([CH]2O[CH]3OC([CH3])([CH3])O[CH]3[CH]2O[CH2]C2=[CH][CH]=[CH][CH]=[CH]2)O1>CC(O)=O>[CH3]C1([CH3])O[CH]2O[CH]([CH]([OH])[CH2][OH])[CH](O[CH2]C3=[CH][CH]=[CH][CH]=[CH]3)[CH]2O1,train,1,0
O=C([OH])C(F)(F)F.O=C1CCCC(=N[NH]C2=[CH][CH]=C(Cl)[CH]=[CH]2)C1>>O=C1[CH2][CH2][CH2]C2=C1C1=[CH]C(Cl)=[CH][CH]=C1[NH]2,train,0,1
ClI.[CH3]OC(=O)C1=C(O[CH3])[CH]=C([NH2])[CH]=[CH]1>CC(O)=O>[CH3]OC(=O)C1=C(O[CH3])[CH]=C([NH2])C(I)=[CH]1,train,1,0
O=C([NH][CH2][CH2][CH]1[CH2][CH2]1)C1=[CH]N=C(C2=[CH][CH2]N(C(=O)C3=C(C(F)(F)F)[CH]=[CH][CH]=[CH]3)[CH2][CH2]2)[CH]=[CH]1>CO.[Pd]>O=C([NH][CH2][CH2][CH]1[CH2][CH2]1)C1=[CH]N=C([CH]2[CH2][CH2]N(C(=O)C3=C(C(F)(F)F)[CH]=[CH][CH]=[CH]3)[CH2][CH2]2)[CH]=[CH]1,train,0,1
CCN(CC)[CH]=[CH][CH3].O=C1OC(C(F)(F)F)=NC2=C1C(Cl)=[CH][CH]=[CH]2>>[CH3]C1=[CH]C2=[CH][CH]=C(Cl)C(C(=O)[OH])=C2N=C1C(F)(F)F,train,0,1
[CH3][CH2][CH2][CH2][CH2][NH]C(=O)N([CH3])C1=[CH][CH]=[CH]C(C2=C(O[CH2][CH2][CH2][CH3])[CH]=C(/C=C/C(=O)O[CH3])[CH]=[CH]2)=N1>CO.[Pd]>[CH3][CH2][CH2][CH2][CH2][NH]C(=O)N([CH3])C1=[CH][CH]=[CH]C(C2=C(O[CH2][CH2][CH2][CH3])[CH]=C([CH2][CH2]C(=O)O[CH3])[CH]=[CH]2)=N1,train,1,0
FC1=[CH][CH]=C([CH2]N2C([NH]C3CCN(C4CCCN(CC5=CC=CC=C5)C4)CC3)=NC3=C2[CH]=[CH][CH]=[CH]3)[CH]=[CH]1.[H][H]>CO.[Pd]>[NH2]C1=NC2=C([CH]=[CH][CH]=[CH]2)N1[CH2]C1=[CH][CH]=C(F)[CH]=[CH]1,train,1,0
O=S(Cl)Cl.[CH3][CH2]OC(=O)C1=[CH][CH]=C(O[CH2]C2(O)[CH2][CH2]N(C3=[CH][CH]=C(Cl)N=N3)[CH2][CH2]2)[CH]=[CH]1>CCOC(C)=O>[CH3][CH2]OC(=O)C1=[CH][CH]=C(O[CH2]C2=[CH][CH2]N(C3=[CH][CH]=C(Cl)N=N3)[CH2][CH2]2)[CH]=[CH]1,train,0,1
CC(O)=O.O=C([OH])C1=C(C(=O)C2=[CH][CH]=C(Cl)[CH]=[CH]2)[CH]=[CH][CH]=[CH]1>O.[Zn]>O=C1O[CH](C2=[CH][CH]=C(Cl)[CH]=[CH]2)C2=[CH][CH]=[CH][CH]=C12,train,1,0
CS(C)=O.[CH3]C(=O)[C@@]1([OH])[CH2][CH2][C@H]2[C@@H]3[CH]=C(Cl)C4=[CH]C(=O)[C@@H]5[CH2][C@@H]5[C@]4([CH3])[C@H]3[CH2][CH2][C@@]21[CH3]>>[CH3]C(=O)[C@@]1([OH])[CH2][C@@H]([OH])[C@H]2[C@@H]3[CH]=C(Cl)C4=[CH]C(=O)[C@@H]5[CH2][C@@H]5[C@]4([CH3])[C@H]3[CH2][CH2][C@@]21[CH3],train,0,1
[CH3][CH2]OC(=O)C1=[CH]OC2=C([CH]=[CH]C(C([CH3])=O)=[CH]2)O1>CC(O)=O.[Pd]>[CH3][CH2]OC(=O)[CH]1[CH2]OC2=C([CH]=[CH]C([CH2][CH3])=[CH]2)O1,train,1,0
ClC1=[CH][CH]=[CH][CH]=[CH]1.O=C([OH])C1=C(Cl)[CH]=C([N+](=O)[O-])[CH]=[CH]1>C1=CC=CC=C1>O=C(C1=[CH][CH]=C(Cl)[CH]=[CH]1)C1=C(Cl)[CH]=C([N+](=O)[O-])[CH]=[CH]1,train,0,1
[CH3]OC(=O)C1=[CH][CH]=C2C(=[CH]1)N([CH2][CH]1O[CH2][CH2]O1)C(C1=C([CH]=NO)[CH]=[CH][CH]=[CH]1)=C2[CH]1[CH2][CH2][CH2][CH2][CH2]1>CC(O)=O.O=[Pt]=O>[CH3]OC(=O)C1=[CH][CH]=C2C(=[CH]1)N([CH2][CH]1O[CH2][CH2]O1)C(C1=C([CH2][NH2])[CH]=[CH][CH]=[CH]1)=C2[CH]1[CH2][CH2][CH2][CH2][CH2]1,train,1,0
OC(=O)[CH]1[CH2][CH2]1.[CH3][CH2]C([CH2][CH3])(C1=[CH]C([CH3])=C(O[CH2]C(=O)C([CH3])([CH3])[CH3])[CH]=[CH]1)C1=[CH]C([CH3])=C(S([NH2])(=O)=O)S1>>[CH3][CH2]C([CH2][CH3])(C1=[CH]C([CH3])=C(O[CH2]C(=O)C([CH3])([CH3])[CH3])[CH]=[CH]1)C1=[CH]C([CH3])=C(S(=O)(=O)[NH]C(=O)[CH]2[CH2][CH2]2)S1,train,0,1
CC(C)(C)O[K].[CH3]C(=N[CH2]C1=[CH][CH]=[CH][CH]=[CH]1)C1=[CH][CH]=[CH][CH]=[CH]1>CCN(CC)CC.OC=O>[CH3][CH]([NH][CH2]C1=[CH][CH]=[CH][CH]=[CH]1)C1=[CH][CH]=[CH][CH]=[CH]1,train,0,1
[CH3]OC1=C([NH2])[CH]=C(C(=O)[OH])[CH]=[CH]1.[CH3]OC1=[CH]C([SH])=[CH]C(O[CH3])=C1O[CH3]>>[CH3]OC1=[CH]C(SC(=O)C2=[CH]C([NH2])=C(O[CH3])[CH]=[CH]2)=[CH]C(O[CH3])=C1O[CH3],train,0,1
O=C([NH]C1(C(=O)[OH])[CH2][CH2]1)C1=[CH]N=[CH]N=[CH]1.[CH3][CH]([NH2])C1=[CH][CH]=C(OC2=C(F)[CH]=C(Cl)[CH]=[CH]2)[CH]=[CH]1>>[CH3][CH]([NH]C(=O)C1([NH]C(=O)C2=[CH]N=[CH]N=[CH]2)[CH2][CH2]1)C1=[CH][CH]=C(OC2=C(F)[CH]=C(Cl)[CH]=[CH]2)[CH]=[CH]1,train,0,1
[CH3][CH]([CH3])[C@H]([NH]C(=O)O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1)C(O)=O.[CH3][CH]([CH3])[CH2][CH]([NH2])[CH]([OH])C(F)(F)[CH]([NH2])[CH]([CH3])[CH3]>>[CH3][CH]([CH3])[CH2][CH]([NH]C(=O)[C@@H]([NH]C(=O)O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1)[CH]([CH3])[CH3])[CH]([OH])C(F)(F)[CH]([NH]C(=O)[C@@H]([NH]C(=O)O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1)[CH]([CH3])[CH3])[CH]([CH3])[CH3],train,0,1
[CH3]S(=O)(=O)[NH]C1=[CH][CH]=[CH][CH]=[CH]1.[CH3][CH2][CH](C(O)=O)C1=[CH][CH]=[CH][CH]=[CH]1>O>[CH3][CH2][CH](C(=O)C1=[CH][CH]=C([NH]S([CH3])(=O)=O)[CH]=[CH]1)C1=[CH][CH]=[CH][CH]=[CH]1,train,0,1
O=C([OH])C1=[CH][CH]=[CH][CH]=[CH]1.[CH3]C1=[CH][CH]=C([NH2])[CH]=[CH]1>>[CH3]C1=[CH]C(C(=O)C2=[CH][CH]=[CH][CH]=[CH]2)=C([NH2])[CH]=[CH]1,train,0,1
OC(=O)[C@H]1CCCC[C@@H]1NS(=O)(=O)C1=CC=C(Cl)C=C1.[NH2]C(=O)[C@@H]1[CH2][CH2][CH2][CH2][C@@H]1[NH]S(=O)(=O)C1=[CH][CH]=C(Cl)[CH]=[CH]1>>[NH2]C(=O)[C@H]1[CH2][CH2][CH2][CH2][C@@H]1[NH]S(=O)(=O)C1=[CH][CH]=C(Cl)[CH]=[CH]1,train,1,0
[N-]=[N+]=N[CH]1[CH2][CH2]C2=[CH]C3=[CH][CH]=[CH][CH]=C3N2[CH2]1>CO.[Pd]>[NH2][CH]1[CH2][CH2]C2=[CH]C3=[CH][CH]=[CH][CH]=C3N2[CH2]1,train,1,0
CCCC[CH]=C.[CH]1=[CH][CH2][CH2][CH]=[CH][CH2][CH2]1>CO.[Ru]>[CH3][CH2][CH2][CH2][CH]=[CH][CH2][CH2][CH2][CH3],train,0,1
O=C([OH])[CH2][NH]C(=O)O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1.[CH3]OC(=O)[C@@H]([NH2])[CH2]C(=O)OC([CH3])([CH3])[CH3]>CCCCCC>[CH3]OC(=O)[C@H]([CH2]C(=O)OC([CH3])([CH3])[CH3])[NH]C(=O)[CH2][NH]C(=O)O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,train,1,0
N[C@@H](CC1=[CH][CH]=[CH][CH]=[CH]1)C(O)=O.OC(=O)[C@@H]1[CH2][CH2]C(=O)[NH]1>>O=C1[CH2]C2=[CH][CH]=[CH]N=C2N1C1=[CH][CH]=[CH][CH]=[CH]1,train,0,1
COC(=O)C1=[CH]C([N+](=O)[O-])=C(I)[CH]=[CH]1.N>CO>[NH2]C(=O)C1=[CH]C([N+](=O)[O-])=C(I)[CH]=[CH]1,train,1,0
CC(C)(C)OC(=O)[NH]C1=NC(C2=[CH][CH]=C(O[CH3])C3=C2SC([NH]C(=O)O[CH3])=N3)=[CH][NH]1>CO.Cl>[CH3]OC(=O)[NH]C1=NC2=C(S1)C(C1=[CH][NH]C([NH2])=N1)=[CH][CH]=C2O[CH3],train,0,1
ClC1=[CH]C(Cl)=NC2=[CH]C([CH]3[CH2][CH2]3)=NN12>CC(O)=O.[Zn]>ClC1=NC2=[CH]C([CH]3[CH2][CH2]3)=NN2[CH]=[CH]1,train,1,0
C=[CH]C(=O)O[CH3].[CH]1=[CH][CH]=C(C2=NC3=C([CH]=[CH][CH]=[CH]3)[NH]2)[CH]=[CH]1>CO>[CH3]OC(=O)[CH2][CH2]N1C(C2=[CH][CH]=[CH][CH]=[CH]2)=NC2=C1[CH]=[CH][CH]=[CH]2,train,0,1
C=O.[CH3]C1=[CH][NH]N=C1[CH3]>CO>[CH3]C1=[CH]N([CH2][OH])N=C1[CH3],train,1,0
[CH3]OC(=O)[CH]1[NH][CH2][CH]2[CH2][CH]21.[Na]>CO>[CH3]OC(=O)C1=N[CH2][CH]2[CH2][CH]12,train,1,0
BrBr.[CH3]C1=[N+]([O-])C2=[CH][CH]=[CH][CH]=C2[N+]([O-])=[CH]1>CO>[O-][N+]1=[CH]C([CH2]Br)=[N+]([O-])C2=[CH][CH]=[CH][CH]=C21,train,0,1
N#CC1=C(C2=[CH][CH]=C(Cl)[CH]=[CH]2)[NH][CH]=[CH]1.O=S(=O)(Cl)Cl>CC(O)=O>N#CC1=C(C2=[CH][CH]=C(Cl)[CH]=[CH]2)[NH]C(Cl)=[CH]1,train,0,1
[CH3]C1=C(N2[CH2][CH2]N(CC3=CC=CC=C3)[CH]([CH2][CH2][OH])[CH2]2)[CH]=[CH][CH]=[CH]1>CO.[Pd]>[CH3]C1=C(N2[CH2][CH2][NH][CH]([CH2][CH2][OH])[CH2]2)[CH]=[CH][CH]=[CH]1,train,1,0
BrBr.[CH3][CH2]C(=O)C1=[CH][CH]=C(C(F)(F)F)[CH]=[CH]1>CC(O)=O>[CH3][CH](Br)C(=O)C1=[CH][CH]=C(C(F)(F)F)[CH]=[CH]1,train,1,0
OS(O)(=O)=O.[CH3]C(=O)[CH2]C([CH3])([CH3])[CH2]C(O)=O>ClC(Cl)Cl>[CH3]C1([CH3])[CH2]C(=O)[CH2]C(=O)[CH2]1,test,1,0
[CH3][CH2]OC(=O)C1=C(Cl)C2=[CH][CH]=C(O[CH3])[CH]=C2N=[CH]1>CC(O)=O.[Pd]>[CH3][CH2]OC(=O)C1=[CH]C2=[CH][CH]=C(O[CH3])[CH]=C2N=[CH]1,train,1,0
